"","GO_species","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","GO_number","GO_description","Species","Taxonomic_ID"
"9038","GO:0004479_methionyl-tRNA formyltransferase activity|47885",0,0,0,0,0.648420314025135,0,0,0,"GO:0004479","methionyl-tRNA formyltransferase activity","Pseudomonas oryzihabitans","47885"
"9039","GO:0004488_methylenetetrahydrofolate dehydrogenase (NADP+) activity|47885",0,0,0,0,0.620228126458825,0,0,0,"GO:0004488","methylenetetrahydrofolate dehydrogenase (NADP+) activity","Pseudomonas oryzihabitans","47885"
"9040","GO:0004489_methylenetetrahydrofolate reductase (NAD(P)H) activity|33968",0,0,0,0,0.563843751326204,0,0,0,"GO:0004489","methylenetetrahydrofolate reductase (NAD(P)H) activity","Leuconostoc pseudomesenteroides","33968"
"9041","GO:0004489_methylenetetrahydrofolate reductase (NAD(P)H) activity|69218",0,0,0,0,0.592035938892515,0,0,0,"GO:0004489","methylenetetrahydrofolate reductase (NAD(P)H) activity","Enterobacter cancerogenus","69218"
"9042","GO:0004491_methylmalonate-semialdehyde dehydrogenase (acylating) activity|138074",0,0,0,0,0.0563843751326204,1.42631983592808,0,0,"GO:0004491","methylmalonate-semialdehyde dehydrogenase (acylating) activity","Serratia symbiotica","138074"
"9043","GO:0004491_methylmalonate-semialdehyde dehydrogenase (acylating) activity|48296",0,0,0,0,0.592035938892515,0,0,0,"GO:0004491","methylmalonate-semialdehyde dehydrogenase (acylating) activity","Acinetobacter pittii","48296"
"9044","GO:0004497_monooxygenase activity|1914861",0,0,0,0,1.24045625291765,0,0,0,"GO:0004497","monooxygenase activity","Enterobacter sp. SA187","1914861"
"9045","GO:0004497_monooxygenase activity|40216",0,0,0,0,0.817573439422997,0,0,0,"GO:0004497","monooxygenase activity","Acinetobacter radioresistens","40216"
"9046","GO:0004497_monooxygenase activity|48296",0,0,0,0,3.89052188415081,0,0,0,"GO:0004497","monooxygenase activity","Acinetobacter pittii","48296"
"9047","GO:0004497_monooxygenase activity|548",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004497","monooxygenase activity","Klebsiella aerogenes","548"
"9048","GO:0004497_monooxygenase activity|82987",0,0,0,0,0.0563843751326204,0,46.1801938551359,0,"GO:0004497","monooxygenase activity","Tatumella ptyseos","82987"
"9049","GO:0004502_kynurenine 3-monooxygenase activity|48296",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004502","kynurenine 3-monooxygenase activity","Acinetobacter pittii","48296"
"9050","GO:0004514_nicotinate-nucleotide diphosphorylase (carboxylating) activity|33968",0,0,0,0,2.14260625503958,0,0,0,"GO:0004514","nicotinate-nucleotide diphosphorylase (carboxylating) activity","Leuconostoc pseudomesenteroides","33968"
"9051","GO:0004516_nicotinate phosphoribosyltransferase activity|33968",0,0,0,0,1.24045625291765,0,0,0,"GO:0004516","nicotinate phosphoribosyltransferase activity","Leuconostoc pseudomesenteroides","33968"
"9052","GO:0004518_nuclease activity|48296",0,0,0,0,0.592035938892515,0,0,0,"GO:0004518","nuclease activity","Acinetobacter pittii","48296"
"9053","GO:0004518_nuclease activity|69218",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004518","nuclease activity","Enterobacter cancerogenus","69218"
"9054","GO:0004518_nuclease activity|82987",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004518","nuclease activity","Tatumella ptyseos","82987"
"9055","GO:0004519_endonuclease activity|40216",0,0,0,0,0.563843751326204,0,0,0,"GO:0004519","endonuclease activity","Acinetobacter radioresistens","40216"
"9056","GO:0004520_endodeoxyribonuclease activity|82987",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004520","endodeoxyribonuclease activity","Tatumella ptyseos","82987"
"9057","GO:0004521_endoribonuclease activity|1914861",0,0,0,0,0.620228126458825,0,0,0,"GO:0004521","endoribonuclease activity","Enterobacter sp. SA187","1914861"
"9058","GO:0004521_endoribonuclease activity|69218",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004521","endoribonuclease activity","Enterobacter cancerogenus","69218"
"9059","GO:0004525_ribonuclease III activity|40216",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004525","ribonuclease III activity","Acinetobacter radioresistens","40216"
"9060","GO:0004525_ribonuclease III activity|47885",0,0,0,0,1.18407187778503,0,0,0,"GO:0004525","ribonuclease III activity","Pseudomonas oryzihabitans","47885"
"9061","GO:0004525_ribonuclease III activity|69218",0,0,0,0,0.676612501591445,0,0,0,"GO:0004525","ribonuclease III activity","Enterobacter cancerogenus","69218"
"9062","GO:0004527_exonuclease activity|40216",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004527","exonuclease activity","Acinetobacter radioresistens","40216"
"9063","GO:0004527_exonuclease activity|548",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004527","exonuclease activity","Klebsiella aerogenes","548"
"9064","GO:0004527_exonuclease activity|82987",0,0,0,0,0.422882813494653,0,0,0,"GO:0004527","exonuclease activity","Tatumella ptyseos","82987"
"9065","GO:0004530_deoxyribonuclease I activity|47885",0,0,0,0,0.0845765626989307,0,0,0,"GO:0004530","deoxyribonuclease I activity","Pseudomonas oryzihabitans","47885"
"9066","GO:0004534_5'-3' exoribonuclease activity|69218",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004534","5'-3' exoribonuclease activity","Enterobacter cancerogenus","69218"
"9067","GO:0004540_ribonuclease activity|69218",0,0,0,0,0.253729688096792,0,0,0,"GO:0004540","ribonuclease activity","Enterobacter cancerogenus","69218"
"9068","GO:0004540_ribonuclease activity|82987",0,0,0,0,0.873957814555617,0,0,0,"GO:0004540","ribonuclease activity","Tatumella ptyseos","82987"
"9069","GO:0004555_alpha,alpha-trehalase activity|82987",0,0,0,0,0.620228126458825,0,0,0,"GO:0004555","alpha,alpha-trehalase activity","Tatumella ptyseos","82987"
"9070","GO:0004556_alpha-amylase activity|138074",0,0,0,0,0.140960937831551,0.0839011668192991,0,0,"GO:0004556","alpha-amylase activity","Serratia symbiotica","138074"
"9071","GO:0004556_alpha-amylase activity|1914861",0,0,0,0,0.817573439422997,0,0,0,"GO:0004556","alpha-amylase activity","Enterobacter sp. SA187","1914861"
"9072","GO:0004558_alpha-1,4-glucosidase activity|33968",0,0,0,0,0.112768750265241,0,0,0,"GO:0004558","alpha-1,4-glucosidase activity","Leuconostoc pseudomesenteroides","33968"
"9073","GO:0004559_alpha-mannosidase activity|1914861",0,0,0,0,2.96017969446257,0,0,0,"GO:0004559","alpha-mannosidase activity","Enterobacter sp. SA187","1914861"
"9074","GO:0004563_beta-N-acetylhexosaminidase activity|69218",0,0,0,0,1.12768750265241,0,0,0,"GO:0004563","beta-N-acetylhexosaminidase activity","Enterobacter cancerogenus","69218"
"9075","GO:0004564_beta-fructofuranosidase activity|1914861",0,0,0,0,0.507459376193584,0,0,0,"GO:0004564","beta-fructofuranosidase activity","Enterobacter sp. SA187","1914861"
"9076","GO:0004564_beta-fructofuranosidase activity|33968",0,0,0,0,0.225537500530482,0,0,0,"GO:0004564","beta-fructofuranosidase activity","Leuconostoc pseudomesenteroides","33968"
"9077","GO:0004565_beta-galactosidase activity|138074",0,0,0,0,0.0281921875663102,0.0839011668192991,0,0,"GO:0004565","beta-galactosidase activity","Serratia symbiotica","138074"
"9078","GO:0004565_beta-galactosidase activity|33968",0,0,0,0,0.479267188627274,0,0,0,"GO:0004565","beta-galactosidase activity","Leuconostoc pseudomesenteroides","33968"
"9079","GO:0004565_beta-galactosidase activity|69218",0,0,0,0,1.83249219181016,0,0,0,"GO:0004565","beta-galactosidase activity","Enterobacter cancerogenus","69218"
"9080","GO:0004568_chitinase activity|1914861",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004568","chitinase activity","Enterobacter sp. SA187","1914861"
"9081","GO:0004568_chitinase activity|33968",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004568","chitinase activity","Leuconostoc pseudomesenteroides","33968"
"9082","GO:0004568_chitinase activity|48296",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004568","chitinase activity","Acinetobacter pittii","48296"
"9083","GO:0004573_mannosyl-oligosaccharide glucosidase activity|47885",0,0,0,0,3.60860000848771,0,0,0,"GO:0004573","mannosyl-oligosaccharide glucosidase activity","Pseudomonas oryzihabitans","47885"
"9084","GO:0004585_ornithine carbamoyltransferase activity|33968",0,0,0,0,1.26864844048396,0,0,0,"GO:0004585","ornithine carbamoyltransferase activity","Leuconostoc pseudomesenteroides","33968"
"9085","GO:0004586_ornithine decarboxylase activity|69218",0,0,0,0,1.57876250371337,0,0,0,"GO:0004586","ornithine decarboxylase activity","Enterobacter cancerogenus","69218"
"9086","GO:0004590_orotidine-5'-phosphate decarboxylase activity|1239307",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004590","orotidine-5'-phosphate decarboxylase activity","Sodalis praecaptivus","1239307"
"9087","GO:0004590_orotidine-5'-phosphate decarboxylase activity|1914861",0,0,0,0,0.169153125397861,0,0,0,"GO:0004590","orotidine-5'-phosphate decarboxylase activity","Enterobacter sp. SA187","1914861"
"9088","GO:0004591_oxoglutarate dehydrogenase (succinyl-transferring) activity|1239307",0,0,0,0,0.676612501591445,0,0,0,"GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) activity","Sodalis praecaptivus","1239307"
"9089","GO:0004591_oxoglutarate dehydrogenase (succinyl-transferring) activity|40216",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) activity","Acinetobacter radioresistens","40216"
"9090","GO:0004591_oxoglutarate dehydrogenase (succinyl-transferring) activity|47885",0,0,0,0,1.18407187778503,0,0,0,"GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) activity","Pseudomonas oryzihabitans","47885"
"9091","GO:0004592_pantoate-beta-alanine ligase activity|571",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004592","pantoate-beta-alanine ligase activity","Klebsiella oxytoca","571"
"9092","GO:0004594_pantothenate kinase activity|1914861",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004594","pantothenate kinase activity","Enterobacter sp. SA187","1914861"
"9093","GO:0004594_pantothenate kinase activity|82987",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004594","pantothenate kinase activity","Tatumella ptyseos","82987"
"9094","GO:0004595_pantetheine-phosphate adenylyltransferase activity|1267021",0,0,0,0,0.0281921875663102,2.51703500457897,0,0,"GO:0004595","pantetheine-phosphate adenylyltransferase activity","Frischella perrara","1267021"
"9095","GO:0004601_peroxidase activity|1239307",0,0,0,0,0.479267188627274,0,0,0,"GO:0004601","peroxidase activity","Sodalis praecaptivus","1239307"
"9096","GO:0004602_glutathione peroxidase activity|1914861",0,0,0,0,0.648420314025135,0,0,0,"GO:0004602","glutathione peroxidase activity","Enterobacter sp. SA187","1914861"
"9097","GO:0004605_phosphatidate cytidylyltransferase activity|1239307",0,0,0,0,0.507459376193584,0,0,0,"GO:0004605","phosphatidate cytidylyltransferase activity","Sodalis praecaptivus","1239307"
"9098","GO:0004605_phosphatidate cytidylyltransferase activity|1914861",0,0,0,0,0.620228126458825,0,0,0,"GO:0004605","phosphatidate cytidylyltransferase activity","Enterobacter sp. SA187","1914861"
"9099","GO:0004605_phosphatidate cytidylyltransferase activity|33968",0,0,0,0,0.620228126458825,0,0,0,"GO:0004605","phosphatidate cytidylyltransferase activity","Leuconostoc pseudomesenteroides","33968"
"9100","GO:0004609_phosphatidylserine decarboxylase activity|1914861",0,0,0,0,0.648420314025135,0,0,0,"GO:0004609","phosphatidylserine decarboxylase activity","Enterobacter sp. SA187","1914861"
"9101","GO:0004609_phosphatidylserine decarboxylase activity|47885",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004609","phosphatidylserine decarboxylase activity","Pseudomonas oryzihabitans","47885"
"9102","GO:0004611_phosphoenolpyruvate carboxykinase activity|138074",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004611","phosphoenolpyruvate carboxykinase activity","Serratia symbiotica","138074"
"9103","GO:0004612_phosphoenolpyruvate carboxykinase (ATP) activity|571",0,0,0,0,0.563843751326204,0,0,0,"GO:0004612","phosphoenolpyruvate carboxykinase (ATP) activity","Klebsiella oxytoca","571"
"9104","GO:0004614_phosphoglucomutase activity|47885",0,0,0,0,0.281921875663102,0,0,0,"GO:0004614","phosphoglucomutase activity","Pseudomonas oryzihabitans","47885"
"9105","GO:0004616_phosphogluconate dehydrogenase (decarboxylating) activity|82987",0,0,0,0,0.563843751326204,0,0,0,"GO:0004616","phosphogluconate dehydrogenase (decarboxylating) activity","Tatumella ptyseos","82987"
"9106","GO:0004617_phosphoglycerate dehydrogenase activity|48296",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004617","phosphoglycerate dehydrogenase activity","Acinetobacter pittii","48296"
"9107","GO:0004617_phosphoglycerate dehydrogenase activity|571",0,0,0,0,0.197345312964172,0,0,0,"GO:0004617","phosphoglycerate dehydrogenase activity","Klebsiella oxytoca","571"
"9108","GO:0004618_phosphoglycerate kinase activity|47885",0,0,0,0,0.535651563759894,0,0,0,"GO:0004618","phosphoglycerate kinase activity","Pseudomonas oryzihabitans","47885"
"9109","GO:0004618_phosphoglycerate kinase activity|82987",0,0,0,0,0.563843751326204,0,0,0,"GO:0004618","phosphoglycerate kinase activity","Tatumella ptyseos","82987"
"9110","GO:0004620_phospholipase activity|1914861",0,0,0,0,0.197345312964172,0,0,0,"GO:0004620","phospholipase activity","Enterobacter sp. SA187","1914861"
"9111","GO:0004620_phospholipase activity|40216",0,0,0,0,0.507459376193584,0,0,0,"GO:0004620","phospholipase activity","Acinetobacter radioresistens","40216"
"9112","GO:0004620_phospholipase activity|48296",0,0,0,0,0.479267188627274,0,0,0,"GO:0004620","phospholipase activity","Acinetobacter pittii","48296"
"9113","GO:0004620_phospholipase activity|69218",0,0,0,0,0.197345312964172,0,0,0,"GO:0004620","phospholipase activity","Enterobacter cancerogenus","69218"
"9114","GO:0004622_lysophospholipase activity|138074",0,0,0,0,0.281921875663102,0,0,0,"GO:0004622","lysophospholipase activity","Serratia symbiotica","138074"
"9115","GO:0004622_lysophospholipase activity|48296",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004622","lysophospholipase activity","Acinetobacter pittii","48296"
"9116","GO:0004622_lysophospholipase activity|69218",0,0,0,0,0.451075001060964,0,0,0,"GO:0004622","lysophospholipase activity","Enterobacter cancerogenus","69218"
"9117","GO:0004623_phospholipase A2 activity|1914861",0,0,0,0,0.253729688096792,0,0,0,"GO:0004623","phospholipase A2 activity","Enterobacter sp. SA187","1914861"
"9118","GO:0004623_phospholipase A2 activity|69218",0,0,0,0,0.310114063229412,0,0,0,"GO:0004623","phospholipase A2 activity","Enterobacter cancerogenus","69218"
"9119","GO:0004630_phospholipase D activity|138074",0,0,0,0,0.0845765626989307,0,0,0,"GO:0004630","phospholipase D activity","Serratia symbiotica","138074"
"9120","GO:0004632_phosphopantothenate--cysteine ligase activity|1914861",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004632","phosphopantothenate--cysteine ligase activity","Enterobacter sp. SA187","1914861"
"9121","GO:0004632_phosphopantothenate--cysteine ligase activity|82987",0,0,0,0,1.0994953150861,0,0,0,"GO:0004632","phosphopantothenate--cysteine ligase activity","Tatumella ptyseos","82987"
"9122","GO:0004633_phosphopantothenoylcysteine decarboxylase activity|1914861",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004633","phosphopantothenoylcysteine decarboxylase activity","Enterobacter sp. SA187","1914861"
"9123","GO:0004633_phosphopantothenoylcysteine decarboxylase activity|82987",0,0,0,0,1.0994953150861,0,0,0,"GO:0004633","phosphopantothenoylcysteine decarboxylase activity","Tatumella ptyseos","82987"
"9124","GO:0004634_phosphopyruvate hydratase activity|33968",0,0,0,0,0.704804689157756,0,0,0,"GO:0004634","phosphopyruvate hydratase activity","Leuconostoc pseudomesenteroides","33968"
"9125","GO:0004637_phosphoribosylamine-glycine ligase activity|33968",0,0,0,0,0.958534377254548,0,0,0,"GO:0004637","phosphoribosylamine-glycine ligase activity","Leuconostoc pseudomesenteroides","33968"
"9126","GO:0004637_phosphoribosylamine-glycine ligase activity|47885",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004637","phosphoribosylamine-glycine ligase activity","Pseudomonas oryzihabitans","47885"
"9127","GO:0004638_phosphoribosylaminoimidazole carboxylase activity|48296",0,0,0,0,0.563843751326204,0,0,0,"GO:0004638","phosphoribosylaminoimidazole carboxylase activity","Acinetobacter pittii","48296"
"9128","GO:0004638_phosphoribosylaminoimidazole carboxylase activity|82987",0,0,0,0,0.451075001060964,0,0,0,"GO:0004638","phosphoribosylaminoimidazole carboxylase activity","Tatumella ptyseos","82987"
"9129","GO:0004639_phosphoribosylaminoimidazolesuccinocarboxamide synthase activity|40216",0,0,0,0,0.563843751326204,0,0,0,"GO:0004639","phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","Acinetobacter radioresistens","40216"
"9130","GO:0004640_phosphoribosylanthranilate isomerase activity|1914861",0,0,0,0,0.817573439422997,0,0,0,"GO:0004640","phosphoribosylanthranilate isomerase activity","Enterobacter sp. SA187","1914861"
"9131","GO:0004640_phosphoribosylanthranilate isomerase activity|33968",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004640","phosphoribosylanthranilate isomerase activity","Leuconostoc pseudomesenteroides","33968"
"9132","GO:0004641_phosphoribosylformylglycinamidine cyclo-ligase activity|82987",0,0,0,0,0.676612501591445,0,0,0,"GO:0004641","phosphoribosylformylglycinamidine cyclo-ligase activity","Tatumella ptyseos","82987"
"9133","GO:0004642_phosphoribosylformylglycinamidine synthase activity|82987",0,0,0,0,0.620228126458825,0,0,0,"GO:0004642","phosphoribosylformylglycinamidine synthase activity","Tatumella ptyseos","82987"
"9134","GO:0004644_phosphoribosylglycinamide formyltransferase activity|33968",0,0,0,0,0.648420314025135,0,0,0,"GO:0004644","phosphoribosylglycinamide formyltransferase activity","Leuconostoc pseudomesenteroides","33968"
"9135","GO:0004645_phosphorylase activity|1239307",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004645","phosphorylase activity","Sodalis praecaptivus","1239307"
"9136","GO:0004645_phosphorylase activity|82987",0,0,0,0,0.958534377254548,0,88.3447186793905,0,"GO:0004645","phosphorylase activity","Tatumella ptyseos","82987"
"9137","GO:0004647_phosphoserine phosphatase activity|1267021",0,0,0,0,1.04311093995348,10.3198435187738,0,0,"GO:0004647","phosphoserine phosphatase activity","Frischella perrara","1267021"
"9138","GO:0004647_phosphoserine phosphatase activity|1914861",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004647","phosphoserine phosphatase activity","Enterobacter sp. SA187","1914861"
"9139","GO:0004647_phosphoserine phosphatase activity|69218",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004647","phosphoserine phosphatase activity","Enterobacter cancerogenus","69218"
"9140","GO:0004647_phosphoserine phosphatase activity|82987",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004647","phosphoserine phosphatase activity","Tatumella ptyseos","82987"
"9141","GO:0004648_O-phospho-L-serine:2-oxoglutarate aminotransferase activity|82987",0,0,0,0,0.563843751326204,0,0,0,"GO:0004648","O-phospho-L-serine:2-oxoglutarate aminotransferase activity","Tatumella ptyseos","82987"
"9142","GO:0004650_polygalacturonase activity|82987",0,0,0,0,0.732996876724066,0,0,0,"GO:0004650","polygalacturonase activity","Tatumella ptyseos","82987"
"9143","GO:0004652_polynucleotide adenylyltransferase activity|1239307",0,0,0,0,0.620228126458825,0,0,0,"GO:0004652","polynucleotide adenylyltransferase activity","Sodalis praecaptivus","1239307"
"9144","GO:0004654_polyribonucleotide nucleotidyltransferase activity|82987",0,0,0,0,0.620228126458825,0,0,0,"GO:0004654","polyribonucleotide nucleotidyltransferase activity","Tatumella ptyseos","82987"
"9145","GO:0004655_porphobilinogen synthase activity|1239307",0,0,0,0,1.07130312751979,0,0,0,"GO:0004655","porphobilinogen synthase activity","Sodalis praecaptivus","1239307"
"9146","GO:0004655_porphobilinogen synthase activity|33968",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004655","porphobilinogen synthase activity","Leuconostoc pseudomesenteroides","33968"
"9147","GO:0004655_porphobilinogen synthase activity|82987",0,0,0,0,1.29684062805027,0,0,0,"GO:0004655","porphobilinogen synthase activity","Tatumella ptyseos","82987"
"9148","GO:0004657_proline dehydrogenase activity|1914861",0,0,0,0,0.281921875663102,0,0,0,"GO:0004657","proline dehydrogenase activity","Enterobacter sp. SA187","1914861"
"9149","GO:0004657_proline dehydrogenase activity|82987",0,0,0,0,0.535651563759894,0,0,0,"GO:0004657","proline dehydrogenase activity","Tatumella ptyseos","82987"
"9150","GO:0004659_prenyltransferase activity|33968",0,0,0,0,0.789381251856686,0,0,0,"GO:0004659","prenyltransferase activity","Leuconostoc pseudomesenteroides","33968"
"9151","GO:0004664_prephenate dehydratase activity|33968",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004664","prephenate dehydratase activity","Leuconostoc pseudomesenteroides","33968"
"9152","GO:0004665_prephenate dehydrogenase (NADP+) activity|1914861",0,0,0,0,0.507459376193584,0,0,0,"GO:0004665","prephenate dehydrogenase (NADP+) activity","Enterobacter sp. SA187","1914861"
"9153","GO:0004672_protein kinase activity|82987",0,0,0,0,0.592035938892515,0,0,0,"GO:0004672","protein kinase activity","Tatumella ptyseos","82987"
"9154","GO:0004673_protein histidine kinase activity|33968",0,0,0,0,0.169153125397861,0,0,0,"GO:0004673","protein histidine kinase activity","Leuconostoc pseudomesenteroides","33968"
"9155","GO:0004673_protein histidine kinase activity|40216",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004673","protein histidine kinase activity","Acinetobacter radioresistens","40216"
"9156","GO:0004673_protein histidine kinase activity|48296",0,0,0,0,0.169153125397861,0,0,0,"GO:0004673","protein histidine kinase activity","Acinetobacter pittii","48296"
"9157","GO:0004673_protein histidine kinase activity|548",0,0,0,0,0.197345312964172,0,0,0,"GO:0004673","protein histidine kinase activity","Klebsiella aerogenes","548"
"9158","GO:0004674_protein serine/threonine kinase activity|82987",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004674","protein serine/threonine kinase activity","Tatumella ptyseos","82987"
"9159","GO:0004683_calmodulin-dependent protein kinase activity|47885",0,0,0,0,0.310114063229412,0,0,0,"GO:0004683","calmodulin-dependent protein kinase activity","Pseudomonas oryzihabitans","47885"
"9160","GO:0004713_protein tyrosine kinase activity|82987",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004713","protein tyrosine kinase activity","Tatumella ptyseos","82987"
"9161","GO:0004715_non-membrane spanning protein tyrosine kinase activity|82987",0,0,0,0,0.169153125397861,0,0,0,"GO:0004715","non-membrane spanning protein tyrosine kinase activity","Tatumella ptyseos","82987"
"9162","GO:0004719_protein-L-isoaspartate (D-aspartate) O-methyltransferase activity|69218",0,0,0,0,0.592035938892515,0,0,0,"GO:0004719","protein-L-isoaspartate (D-aspartate) O-methyltransferase activity","Enterobacter cancerogenus","69218"
"9163","GO:0004721_phosphoprotein phosphatase activity|82987",0,0,0,0,0.479267188627274,0,0,0,"GO:0004721","phosphoprotein phosphatase activity","Tatumella ptyseos","82987"
"9164","GO:0004722_protein serine/threonine phosphatase activity|33968",0,0,0,0,0.0845765626989307,0,0,0,"GO:0004722","protein serine/threonine phosphatase activity","Leuconostoc pseudomesenteroides","33968"
"9165","GO:0004725_protein tyrosine phosphatase activity|33968",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004725","protein tyrosine phosphatase activity","Leuconostoc pseudomesenteroides","33968"
"9166","GO:0004725_protein tyrosine phosphatase activity|69218",0,0,0,0,0.676612501591445,0,0,0,"GO:0004725","protein tyrosine phosphatase activity","Enterobacter cancerogenus","69218"
"9167","GO:0004729_oxygen-dependent protoporphyrinogen oxidase activity|82987",0,0,0,0,0.310114063229412,0,0,0,"GO:0004729","oxygen-dependent protoporphyrinogen oxidase activity","Tatumella ptyseos","82987"
"9168","GO:0004731_purine-nucleoside phosphorylase activity|1239307",0,0,0,0,0.563843751326204,0,0,0,"GO:0004731","purine-nucleoside phosphorylase activity","Sodalis praecaptivus","1239307"
"9169","GO:0004731_purine-nucleoside phosphorylase activity|33968",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004731","purine-nucleoside phosphorylase activity","Leuconostoc pseudomesenteroides","33968"
"9170","GO:0004731_purine-nucleoside phosphorylase activity|82987",0,0,0,0,0.676612501591445,0,0,0,"GO:0004731","purine-nucleoside phosphorylase activity","Tatumella ptyseos","82987"
"9171","GO:0004733_pyridoxamine-phosphate oxidase activity|69218",0,0,0,0,0.648420314025135,0,0,0,"GO:0004733","pyridoxamine-phosphate oxidase activity","Enterobacter cancerogenus","69218"
"9172","GO:0004735_pyrroline-5-carboxylate reductase activity|33968",0,0,0,0,0.0845765626989307,0,0,0,"GO:0004735","pyrroline-5-carboxylate reductase activity","Leuconostoc pseudomesenteroides","33968"
"9173","GO:0004739_pyruvate dehydrogenase (acetyl-transferring) activity|33968",0,0,0,0,0.310114063229412,0,0,0,"GO:0004739","pyruvate dehydrogenase (acetyl-transferring) activity","Leuconostoc pseudomesenteroides","33968"
"9174","GO:0004739_pyruvate dehydrogenase (acetyl-transferring) activity|48296",0,0,0,0,0.507459376193584,0,0,0,"GO:0004739","pyruvate dehydrogenase (acetyl-transferring) activity","Acinetobacter pittii","48296"
"9175","GO:0004745_retinol dehydrogenase activity|138074",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004745","retinol dehydrogenase activity","Serratia symbiotica","138074"
"9176","GO:0004745_retinol dehydrogenase activity|69218",0,0,0,0,0.0281921875663102,0,0,0,"GO:0004745","retinol dehydrogenase activity","Enterobacter cancerogenus","69218"
"9177","GO:0004746_riboflavin synthase activity|1914861",0,0,0,0,0.338306250795723,0,0,0,"GO:0004746","riboflavin synthase activity","Enterobacter sp. SA187","1914861"
"9178","GO:0004746_riboflavin synthase activity|82987",0,0,0,0,0.507459376193584,0,0,0,"GO:0004746","riboflavin synthase activity","Tatumella ptyseos","82987"
"9179","GO:0004747_ribokinase activity|33968",0,0,0,0,1.43780156588182,0,0,0,"GO:0004747","ribokinase activity","Leuconostoc pseudomesenteroides","33968"
"9180","GO:0004748_ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor|1239307",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004748","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","Sodalis praecaptivus","1239307"
"9181","GO:0004748_ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor|1914861",0,0,0,0,0.112768750265241,0,0,0,"GO:0004748","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","Enterobacter sp. SA187","1914861"
"9182","GO:0004748_ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor|40216",0,0,0,0,0.310114063229412,0,0,0,"GO:0004748","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","Acinetobacter radioresistens","40216"
"9183","GO:0004748_ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor|82987",0,0,0,0,0.592035938892515,0,0,0,"GO:0004748","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","Tatumella ptyseos","82987"
"9184","GO:0004764_shikimate 3-dehydrogenase (NADP+) activity|1914861",0,0,0,0,2.81921875663102,0,0,0,"GO:0004764","shikimate 3-dehydrogenase (NADP+) activity","Enterobacter sp. SA187","1914861"
"9185","GO:0004765_shikimate kinase activity|1239307",0,0,0,0,0.0563843751326204,0,0,0,"GO:0004765","shikimate kinase activity","Sodalis praecaptivus","1239307"
