# Gene Family	ETBH_Abundance-RPKs	OTBH_Abundance-RPKs
GO:0042626: [MF] ATPase activity, coupled to transmembrane movement of substances|g__Zymomonas.s__Zymomonas_mobilis	23.63	0.0
GO:0042744: [BP] hydrogen peroxide catabolic process	6.187	0.0
GO:0042744: [BP] hydrogen peroxide catabolic process|g__Zymomonas.s__Zymomonas_mobilis	6.187	0.0
GO:0042777: [BP] plasma membrane ATP synthesis coupled proton transport	38.596	0.0
GO:0042777: [BP] plasma membrane ATP synthesis coupled proton transport|g__Acinetobacter.s__Acinetobacter_boissieri	7.064	0.0
GO:0042777: [BP] plasma membrane ATP synthesis coupled proton transport|g__Lactobacillus.s__Lactobacillus_kunkeei	25.671	0.0
GO:0042777: [BP] plasma membrane ATP synthesis coupled proton transport|g__Zymomonas.s__Zymomonas_mobilis	5.861	0.0
GO:0042781: [MF] 3'-tRNA processing endoribonuclease activity	20.069	0.0
GO:0042781: [MF] 3'-tRNA processing endoribonuclease activity|g__Lactobacillus.s__Lactobacillus_kunkeei	20.069	0.0
GO:0042803: [MF] protein homodimerization activity	37.811	0.0
GO:0042803: [MF] protein homodimerization activity|g__Lactobacillus.s__Lactobacillus_kunkeei	32.188	0.0
GO:0042803: [MF] protein homodimerization activity|g__Zymomonas.s__Zymomonas_mobilis	5.623	0.0
GO:0042834: [MF] peptidoglycan binding	12.293	0.0
GO:0042834: [MF] peptidoglycan binding|g__Zymomonas.s__Zymomonas_mobilis	12.293	0.0
GO:0042954: [MF] lipoprotein transporter activity	11.993	0.0
GO:0042954: [MF] lipoprotein transporter activity|g__Acetobacter.s__Acetobacter_orientalis	6.022	0.0
GO:0042954: [MF] lipoprotein transporter activity|g__Zymomonas.s__Zymomonas_mobilis	5.971	0.0
GO:0043022: [MF] ribosome binding	318.626	0.0
GO:0043022: [MF] ribosome binding|g__Lactobacillus.s__Lactobacillus_kunkeei	296.809	0.0
GO:0043022: [MF] ribosome binding|g__Zymomonas.s__Zymomonas_mobilis	21.818	0.0
GO:0043023: [MF] ribosomal large subunit binding	33.458	0.0
GO:0043023: [MF] ribosomal large subunit binding|g__Lactobacillus.s__Lactobacillus_kunkeei	26.847	0.0
GO:0043023: [MF] ribosomal large subunit binding|g__Zymomonas.s__Zymomonas_mobilis	6.611	0.0
GO:0043093: [BP] FtsZ-dependent cytokinesis	171.765	0.0
GO:0043093: [BP] FtsZ-dependent cytokinesis|g__Lactobacillus.s__Lactobacillus_kunkeei	161.339	0.0
GO:0043093: [BP] FtsZ-dependent cytokinesis|g__Zymomonas.s__Zymomonas_mobilis	10.426	0.0
GO:0043094: [BP] cellular metabolic compound salvage	20.866	0.0
GO:0043094: [BP] cellular metabolic compound salvage|g__Lactobacillus.s__Lactobacillus_kunkeei	20.866	0.0
GO:0043103: [BP] hypoxanthine salvage	8.578	0.0
GO:0043103: [BP] hypoxanthine salvage|g__Zymomonas.s__Zymomonas_mobilis	8.578	0.0
GO:0043115: [MF] precorrin-2 dehydrogenase activity	3.314	0.0
GO:0043115: [MF] precorrin-2 dehydrogenase activity|g__Acetobacter.s__Acetobacter_orientalis	3.314	0.0
GO:0043141: [MF] ATP-dependent 5'-3' DNA helicase activity	21.989	0.0
GO:0043141: [MF] ATP-dependent 5'-3' DNA helicase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	21.989	0.0
GO:0043165: [BP] Gram-negative-bacterium-type cell outer membrane assembly	20.959	0.0
GO:0043165: [BP] Gram-negative-bacterium-type cell outer membrane assembly|g__Zymomonas.s__Zymomonas_mobilis	20.959	0.0
GO:0043171: [BP] peptide catabolic process	33.44	0.0
GO:0043171: [BP] peptide catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	33.44	0.0
GO:0043190: [CC] ATP-binding cassette (ABC) transporter complex	351.106	7.106
GO:0043190: [CC] ATP-binding cassette (ABC) transporter complex|g__Acetobacter.s__Acetobacter_orientalis	5.164	0.0
GO:0043190: [CC] ATP-binding cassette (ABC) transporter complex|g__Lactobacillus.s__Lactobacillus_kunkeei	316.445	7.106
GO:0043190: [CC] ATP-binding cassette (ABC) transporter complex|g__Zymomonas.s__Zymomonas_mobilis	29.497	0.0
GO:0043335: [BP] protein unfolding	5.205	0.0
GO:0043335: [BP] protein unfolding|g__Zymomonas.s__Zymomonas_mobilis	5.205	0.0
GO:0043365: [MF] [formate-C-acetyltransferase]-activating enzyme activity	42.728	0.0
GO:0043365: [MF] [formate-C-acetyltransferase]-activating enzyme activity|g__Lactobacillus.s__Lactobacillus_kunkeei	38.013	0.0
GO:0043365: [MF] [formate-C-acetyltransferase]-activating enzyme activity|g__Zymomonas.s__Zymomonas_mobilis	4.716	0.0
GO:0043531: [MF] ADP binding	27.135	0.0
GO:0043531: [MF] ADP binding|g__Lactobacillus.s__Lactobacillus_kunkeei	27.135	0.0
GO:0043565: [MF] sequence-specific DNA binding	608.248	19.224
GO:0043565: [MF] sequence-specific DNA binding|g__Acetobacter.s__Acetobacter_orientalis	7.576	0.0
GO:0043565: [MF] sequence-specific DNA binding|g__Acinetobacter.s__Acinetobacter_boissieri	22.024	0.0
GO:0043565: [MF] sequence-specific DNA binding|g__Lactobacillus.s__Lactobacillus_kunkeei	493.24	19.224
GO:0043565: [MF] sequence-specific DNA binding|g__Zymomonas.s__Zymomonas_mobilis	85.408	0.0
GO:0043571: [BP] maintenance of CRISPR repeat elements	67.624	0.0
GO:0043571: [BP] maintenance of CRISPR repeat elements|g__Lactobacillus.s__Lactobacillus_kunkeei	62.405	0.0
GO:0043571: [BP] maintenance of CRISPR repeat elements|g__Zymomonas.s__Zymomonas_mobilis	5.22	0.0
GO:0043590: [CC] bacterial nucleoid	28.899	0.0
GO:0043590: [CC] bacterial nucleoid|g__Lactobacillus.s__Lactobacillus_kunkeei	20.635	0.0
GO:0043590: [CC] bacterial nucleoid|g__Zymomonas.s__Zymomonas_mobilis	8.264	0.0
GO:0043725: [MF] 2-keto-3-deoxygluconate aldolase activity	11.46	0.0
GO:0043725: [MF] 2-keto-3-deoxygluconate aldolase activity|g__Zymomonas.s__Zymomonas_mobilis	11.46	0.0
GO:0043772: [MF] acyl-phosphate glycerol-3-phosphate acyltransferase activity	33.978	0.0
GO:0043772: [MF] acyl-phosphate glycerol-3-phosphate acyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.344	0.0
GO:0043772: [MF] acyl-phosphate glycerol-3-phosphate acyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	6.634	0.0
GO:0043822: [MF] ribonuclease M5 activity	34.252	0.0
GO:0043822: [MF] ribonuclease M5 activity|g__Lactobacillus.s__Lactobacillus_kunkeei	34.252	0.0
GO:0043824: [MF] succinylglutamate-semialdehyde dehydrogenase activity	6.621	0.0
GO:0043824: [MF] succinylglutamate-semialdehyde dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	6.621	0.0
GO:0043858: [MF] arginine:ornithine antiporter activity	34.06	0.0
GO:0043858: [MF] arginine:ornithine antiporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	34.06	0.0
GO:0043908: [MF] Ser(Gly)-tRNA(Ala) hydrolase activity	36.017	0.0
GO:0043908: [MF] Ser(Gly)-tRNA(Ala) hydrolase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	36.017	0.0
GO:0043937: [BP] regulation of sporulation	22.643	0.0
GO:0043937: [BP] regulation of sporulation|g__Lactobacillus.s__Lactobacillus_kunkeei	22.643	0.0
GO:0043952: [BP] protein transport by the Sec complex	40.167	0.0
GO:0043952: [BP] protein transport by the Sec complex|g__Lactobacillus.s__Lactobacillus_kunkeei	31.946	0.0
GO:0043952: [BP] protein transport by the Sec complex|g__Zymomonas.s__Zymomonas_mobilis	8.222	0.0
GO:0043953: [BP] protein transport by the Tat complex	16.949	0.0
GO:0043953: [BP] protein transport by the Tat complex|g__Zymomonas.s__Zymomonas_mobilis	16.949	0.0
GO:0044010: [BP] single-species biofilm formation	50.08	0.0
GO:0044010: [BP] single-species biofilm formation|g__Zymomonas.s__Zymomonas_mobilis	50.08	0.0
GO:0044205: [BP] 'de novo' UMP biosynthetic process	160.28	0.0
GO:0044205: [BP] 'de novo' UMP biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	142.29	0.0
GO:0044205: [BP] 'de novo' UMP biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	17.99	0.0
GO:0044206: [BP] UMP salvage	60.745	4.344
GO:0044206: [BP] UMP salvage|g__Lactobacillus.s__Lactobacillus_kunkeei	60.745	4.344
GO:0044208: [BP] 'de novo' AMP biosynthetic process	55.532	0.0
GO:0044208: [BP] 'de novo' AMP biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	46.4	0.0
GO:0044208: [BP] 'de novo' AMP biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	9.132	0.0
GO:0044209: [BP] AMP salvage	79.754	0.0
GO:0044209: [BP] AMP salvage|g__Lactobacillus.s__Lactobacillus_kunkeei	73.652	0.0
GO:0044209: [BP] AMP salvage|g__Zymomonas.s__Zymomonas_mobilis	6.102	0.0
GO:0044210: [BP] 'de novo' CTP biosynthetic process	51.489	0.0
GO:0044210: [BP] 'de novo' CTP biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	44.48	0.0
GO:0044210: [BP] 'de novo' CTP biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	7.009	0.0
GO:0044211: [BP] CTP salvage	33.008	0.0
GO:0044211: [BP] CTP salvage|g__Lactobacillus.s__Lactobacillus_kunkeei	33.008	0.0
GO:0044238: [BP] primary metabolic process	7.161	0.0
GO:0044238: [BP] primary metabolic process|g__Zymomonas.s__Zymomonas_mobilis	7.161	0.0
GO:0044318: [MF] L-aspartate:fumarate oxidoreductase activity	5.671	0.0
GO:0044318: [MF] L-aspartate:fumarate oxidoreductase activity|g__Zymomonas.s__Zymomonas_mobilis	5.671	0.0
GO:0044780: [BP] bacterial-type flagellum assembly	30.709	0.0
GO:0044780: [BP] bacterial-type flagellum assembly|g__Zymomonas.s__Zymomonas_mobilis	30.709	0.0
GO:0044781: [BP] bacterial-type flagellum organization	19.207	0.0
GO:0044781: [BP] bacterial-type flagellum organization|g__Zymomonas.s__Zymomonas_mobilis	19.207	0.0
GO:0045148: [MF] tripeptide aminopeptidase activity	33.44	0.0
GO:0045148: [MF] tripeptide aminopeptidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	33.44	0.0
GO:0045150: [BP] acetoin catabolic process	58.396	0.0
GO:0045150: [BP] acetoin catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	58.396	0.0
GO:0045226: [BP] extracellular polysaccharide biosynthetic process	34.423	0.0
GO:0045226: [BP] extracellular polysaccharide biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	34.423	0.0
GO:0045239: [CC] tricarboxylic acid cycle enzyme complex	26.907	0.0
GO:0045239: [CC] tricarboxylic acid cycle enzyme complex|g__Lactobacillus.s__Lactobacillus_kunkeei	26.907	0.0
GO:0045254: [CC] pyruvate dehydrogenase complex	7.87	0.0
GO:0045254: [CC] pyruvate dehydrogenase complex|g__Zymomonas.s__Zymomonas_mobilis	7.87	0.0
GO:0045261: [CC] proton-transporting ATP synthase complex, catalytic core F(1)	239.587	0.0
GO:0045261: [CC] proton-transporting ATP synthase complex, catalytic core F(1)|g__Acinetobacter.s__Acinetobacter_boissieri	19.539	0.0
GO:0045261: [CC] proton-transporting ATP synthase complex, catalytic core F(1)|g__Lactobacillus.s__Lactobacillus_kunkeei	167.332	0.0
GO:0045261: [CC] proton-transporting ATP synthase complex, catalytic core F(1)|g__Zymomonas.s__Zymomonas_mobilis	52.716	0.0
GO:0045263: [CC] proton-transporting ATP synthase complex, coupling factor F(o)	100.035	0.0
GO:0045263: [CC] proton-transporting ATP synthase complex, coupling factor F(o)|g__Acetobacter.s__Acetobacter_orientalis	45.204	0.0
GO:0045263: [CC] proton-transporting ATP synthase complex, coupling factor F(o)|g__Lactobacillus.s__Lactobacillus_kunkeei	46.558	0.0
GO:0045263: [CC] proton-transporting ATP synthase complex, coupling factor F(o)|g__Zymomonas.s__Zymomonas_mobilis	8.273	0.0
GO:0045454: [BP] cell redox homeostasis	464.476	25.227
GO:0045454: [BP] cell redox homeostasis|g__Lactobacillus.s__Lactobacillus_kunkeei	439.646	25.227
GO:0045454: [BP] cell redox homeostasis|g__Zymomonas.s__Zymomonas_mobilis	24.83	0.0
GO:0045493: [BP] xylan catabolic process	39.431	0.0
GO:0045493: [BP] xylan catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	39.431	0.0
GO:0045727: [BP] positive regulation of translation	65.229	0.0
GO:0045727: [BP] positive regulation of translation|g__Lactobacillus.s__Lactobacillus_kunkeei	56.547	0.0
GO:0045727: [BP] positive regulation of translation|g__Zymomonas.s__Zymomonas_mobilis	8.682	0.0
GO:0045892: [BP] negative regulation of transcription, DNA-templated	227.129	13.621
GO:0045892: [BP] negative regulation of transcription, DNA-templated|g__Lactobacillus.s__Lactobacillus_kunkeei	214.656	13.621
GO:0045892: [BP] negative regulation of transcription, DNA-templated|g__Zymomonas.s__Zymomonas_mobilis	12.473	0.0
GO:0045900: [BP] negative regulation of translational elongation	4.649	0.0
GO:0045900: [BP] negative regulation of translational elongation|g__Zymomonas.s__Zymomonas_mobilis	4.649	0.0
GO:0045910: [BP] negative regulation of DNA recombination	27.22	0.0
GO:0045910: [BP] negative regulation of DNA recombination|g__Lactobacillus.s__Lactobacillus_kunkeei	27.22	0.0
GO:0045936: [BP] negative regulation of phosphate metabolic process	36.692	0.0
GO:0045936: [BP] negative regulation of phosphate metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	36.692	0.0
GO:0045982: [BP] negative regulation of purine nucleobase metabolic process	35.351	0.0
GO:0045982: [BP] negative regulation of purine nucleobase metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	35.351	0.0
GO:0046080: [BP] dUTP metabolic process	37.797	0.0
GO:0046080: [BP] dUTP metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	37.797	0.0
GO:0046110: [BP] xanthine metabolic process	23.674	0.0
GO:0046110: [BP] xanthine metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	23.674	0.0
GO:0046167: [BP] glycerol-3-phosphate biosynthetic process	46.28	0.0
GO:0046167: [BP] glycerol-3-phosphate biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	39.024	0.0
GO:0046167: [BP] glycerol-3-phosphate biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	7.257	0.0
GO:0046168: [BP] glycerol-3-phosphate catabolic process	46.28	0.0
GO:0046168: [BP] glycerol-3-phosphate catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	39.024	0.0
GO:0046168: [BP] glycerol-3-phosphate catabolic process|g__Zymomonas.s__Zymomonas_mobilis	7.257	0.0
GO:0046177: [BP] D-gluconate catabolic process	3.483	0.0
GO:0046177: [BP] D-gluconate catabolic process|g__Zymomonas.s__Zymomonas_mobilis	3.483	0.0
GO:0046178: [BP] D-gluconate biosynthetic process	4.582	0.0
GO:0046178: [BP] D-gluconate biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	4.582	0.0
GO:0046295: [BP] glycolate biosynthetic process	3.81	0.0
GO:0046295: [BP] glycolate biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	3.81	0.0
GO:0046316: [MF] gluconokinase activity	30.041	0.0
GO:0046316: [MF] gluconokinase activity|g__Acetobacter.s__Acetobacter_orientalis	5.964	0.0
GO:0046316: [MF] gluconokinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	24.076	0.0
GO:0046348: [BP] amino sugar catabolic process	5.528	0.0
GO:0046348: [BP] amino sugar catabolic process|g__Zymomonas.s__Zymomonas_mobilis	5.528	0.0
GO:0046417: [BP] chorismate metabolic process	24.595	0.0
GO:0046417: [BP] chorismate metabolic process|g__Zymomonas.s__Zymomonas_mobilis	24.595	0.0
GO:0046496: [BP] nicotinamide nucleotide metabolic process	29.575	0.0
GO:0046496: [BP] nicotinamide nucleotide metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	29.575	0.0
GO:0046527: [MF] glucosyltransferase activity	59.817	0.0
GO:0046527: [MF] glucosyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	59.817	0.0
GO:0046538: [MF] 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	56.706	7.756
GO:0046538: [MF] 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	48.668	7.756
GO:0046538: [MF] 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity|g__Zymomonas.s__Zymomonas_mobilis	8.038	0.0
GO:0046570: [MF] methylthioribulose 1-phosphate dehydratase activity	4.96	0.0
GO:0046570: [MF] methylthioribulose 1-phosphate dehydratase activity|g__Acetobacter.s__Acetobacter_orientalis	4.96	0.0
GO:0046654: [BP] tetrahydrofolate biosynthetic process	48.369	0.0
GO:0046654: [BP] tetrahydrofolate biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	39.237	0.0
GO:0046654: [BP] tetrahydrofolate biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	9.132	0.0
GO:0046677: [BP] response to antibiotic	89.106	0.0
GO:0046677: [BP] response to antibiotic|g__Lactobacillus.s__Lactobacillus_kunkeei	84.091	0.0
GO:0046677: [BP] response to antibiotic|g__Zymomonas.s__Zymomonas_mobilis	5.014	0.0
GO:0046854: [BP] phosphatidylinositol phosphorylation	43.484	0.0
GO:0046854: [BP] phosphatidylinositol phosphorylation|g__Lactobacillus.s__Lactobacillus_kunkeei	33.462	0.0
GO:0046854: [BP] phosphatidylinositol phosphorylation|g__Zymomonas.s__Zymomonas_mobilis	10.023	0.0
GO:0046855: [BP] inositol phosphate dephosphorylation	4.966	0.0
GO:0046855: [BP] inositol phosphate dephosphorylation|g__Zymomonas.s__Zymomonas_mobilis	4.966	0.0
GO:0046872: [MF] metal ion binding	1969.777	0.0
GO:0046872: [MF] metal ion binding|g__Acetobacter.s__Acetobacter_orientalis	24.588	0.0
GO:0046872: [MF] metal ion binding|g__Acinetobacter.s__Acinetobacter_boissieri	12.054	0.0
GO:0046872: [MF] metal ion binding|g__Lactobacillus.s__Lactobacillus_kunkeei	1519.276	0.0
GO:0046872: [MF] metal ion binding|g__Zymomonas.s__Zymomonas_mobilis	413.86	0.0
GO:0046873: [MF] metal ion transmembrane transporter activity	85.027	0.0
GO:0046873: [MF] metal ion transmembrane transporter activity|g__Lactobacillus.s__Lactobacillus_kunkeei	85.027	0.0
GO:0046912: [MF] transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	5.233	0.0
GO:0046912: [MF] transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer|g__Zymomonas.s__Zymomonas_mobilis	5.233	0.0
GO:0046914: [MF] transition metal ion binding	40.891	0.0
GO:0046914: [MF] transition metal ion binding|g__Lactobacillus.s__Lactobacillus_kunkeei	40.891	0.0
GO:0046930: [CC] pore complex	13.003	0.0
GO:0046930: [CC] pore complex|g__Zymomonas.s__Zymomonas_mobilis	13.003	0.0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism	339.622	0.0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Acetobacter.s__Acetobacter_orientalis	45.204	0.0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Acinetobacter.s__Acinetobacter_boissieri	19.539	0.0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Lactobacillus.s__Lactobacillus_kunkeei	213.89	0.0
GO:0046933: [MF] proton-transporting ATP synthase activity, rotational mechanism|g__Zymomonas.s__Zymomonas_mobilis	60.989	0.0
GO:0046983: [MF] protein dimerization activity	132.488	0.0
GO:0046983: [MF] protein dimerization activity|g__Lactobacillus.s__Lactobacillus_kunkeei	121.847	0.0
GO:0046983: [MF] protein dimerization activity|g__Zymomonas.s__Zymomonas_mobilis	10.64	0.0
GO:0047134: [MF] protein-disulfide reductase activity	9.037	0.0
GO:0047134: [MF] protein-disulfide reductase activity|g__Zymomonas.s__Zymomonas_mobilis	9.037	0.0
GO:0047150: [MF] betaine-homocysteine S-methyltransferase activity	16.671	0.0
GO:0047150: [MF] betaine-homocysteine S-methyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	16.671	0.0
GO:0047151: [MF] methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity	8.715	0.0
GO:0047151: [MF] methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity|g__Zymomonas.s__Zymomonas_mobilis	8.715	0.0
GO:0047200: [MF] tetrahydrodipicolinate N-acetyltransferase activity	27.733	0.0
GO:0047200: [MF] tetrahydrodipicolinate N-acetyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.733	0.0
GO:0047244: [MF] N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity	26.331	0.0
GO:0047244: [MF] N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.331	0.0
GO:0047343: [MF] glucose-1-phosphate cytidylyltransferase activity	3.637	0.0
GO:0047343: [MF] glucose-1-phosphate cytidylyltransferase activity|g__Acetobacter.s__Acetobacter_orientalis	3.637	0.0
GO:0047348: [MF] glycerol-3-phosphate cytidylyltransferase activity	36.334	0.0
GO:0047348: [MF] glycerol-3-phosphate cytidylyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	36.334	0.0
GO:0047355: [MF] CDP-glycerol glycerophosphotransferase activity	97.339	0.0
GO:0047355: [MF] CDP-glycerol glycerophosphotransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	90.91	0.0
GO:0047355: [MF] CDP-glycerol glycerophosphotransferase activity|g__Zymomonas.s__Zymomonas_mobilis	6.429	0.0
GO:0047419: [MF] N-acetylgalactosamine-6-phosphate deacetylase activity	7.4	0.0
GO:0047419: [MF] N-acetylgalactosamine-6-phosphate deacetylase activity|g__Zymomonas.s__Zymomonas_mobilis	7.4	0.0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity	73.031	0.0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	55.931	0.0
GO:0047429: [MF] nucleoside-triphosphate diphosphatase activity|g__Zymomonas.s__Zymomonas_mobilis	17.1	0.0
GO:0047432: [MF] 2,2-dialkylglycine decarboxylase (pyruvate) activity	8.852	0.0
GO:0047432: [MF] 2,2-dialkylglycine decarboxylase (pyruvate) activity|g__Zymomonas.s__Zymomonas_mobilis	8.852	0.0
GO:0047451: [MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	65.384	0.0
GO:0047451: [MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity|g__Acetobacter.s__Acetobacter_orientalis	9.132	0.0
GO:0047451: [MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	45.267	0.0
GO:0047451: [MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity|g__Zymomonas.s__Zymomonas_mobilis	10.984	0.0
GO:0047480: [MF] UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity	30.785	0.0
GO:0047480: [MF] UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	30.785	0.0
GO:0047482: [MF] UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity	32.603	0.0
GO:0047482: [MF] UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	32.603	0.0
GO:0047632: [MF] agmatine deiminase activity	7.614	0.0
GO:0047632: [MF] agmatine deiminase activity|g__Zymomonas.s__Zymomonas_mobilis	7.614	0.0
GO:0047693: [MF] ATP diphosphatase activity	9.586	0.0
GO:0047693: [MF] ATP diphosphatase activity|g__Zymomonas.s__Zymomonas_mobilis	9.586	0.0
GO:0047732: [MF] CDP-abequose epimerase activity	17.868	0.0
GO:0047732: [MF] CDP-abequose epimerase activity|g__Zymomonas.s__Zymomonas_mobilis	17.868	0.0
GO:0047794: [MF] cyclohexadienyl dehydrogenase activity	5.623	0.0
GO:0047794: [MF] cyclohexadienyl dehydrogenase activity|g__Zymomonas.s__Zymomonas_mobilis	5.623	0.0
GO:0047936: [MF] glucose 1-dehydrogenase [NAD(P)] activity	32.81	0.0
GO:0047936: [MF] glucose 1-dehydrogenase [NAD(P)] activity|g__Lactobacillus.s__Lactobacillus_kunkeei	32.81	0.0
GO:0047952: [MF] glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	46.28	0.0
GO:0047952: [MF] glycerol-3-phosphate dehydrogenase [NAD(P)+] activity|g__Lactobacillus.s__Lactobacillus_kunkeei	39.024	0.0
GO:0047952: [MF] glycerol-3-phosphate dehydrogenase [NAD(P)+] activity|g__Zymomonas.s__Zymomonas_mobilis	7.257	0.0
GO:0047980: [MF] hippurate hydrolase activity	5.362	0.0
GO:0047980: [MF] hippurate hydrolase activity|g__Zymomonas.s__Zymomonas_mobilis	5.362	0.0
GO:0048037: [MF] cofactor binding	5.676	0.0
GO:0048037: [MF] cofactor binding|g__Zymomonas.s__Zymomonas_mobilis	5.676	0.0
GO:0048038: [MF] quinone binding	18.072	0.0
GO:0048038: [MF] quinone binding|g__Acetobacter.s__Acetobacter_orientalis	18.072	0.0
GO:0048500: [CC] signal recognition particle	27.691	0.0
GO:0048500: [CC] signal recognition particle|g__Lactobacillus.s__Lactobacillus_kunkeei	19.576	0.0
GO:0048500: [CC] signal recognition particle|g__Zymomonas.s__Zymomonas_mobilis	8.115	0.0
GO:0050044: [MF] galactose-6-phosphate isomerase activity	10.539	0.0
GO:0050044: [MF] galactose-6-phosphate isomerase activity|g__Zymomonas.s__Zymomonas_mobilis	10.539	0.0
GO:0050053: [MF] levansucrase activity	5.512	0.0
GO:0050053: [MF] levansucrase activity|g__Zymomonas.s__Zymomonas_mobilis	5.512	0.0
GO:0050071: [MF] lysyltransferase activity	51.41	0.0
GO:0050071: [MF] lysyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	51.41	0.0
GO:0050118: [MF] N-acetyldiaminopimelate deacetylase activity	14.633	0.0
GO:0050118: [MF] N-acetyldiaminopimelate deacetylase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	14.633	0.0
GO:0050334: [MF] thiaminase activity	29.775	0.0
GO:0050334: [MF] thiaminase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.775	0.0
GO:0050380: [MF] undecaprenyl-diphosphatase activity	5.014	0.0
GO:0050380: [MF] undecaprenyl-diphosphatase activity|g__Zymomonas.s__Zymomonas_mobilis	5.014	0.0
GO:0050511: [MF] undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	36.442	0.0
GO:0050511: [MF] undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	28.118	0.0
GO:0050511: [MF] undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	8.324	0.0
GO:0050515: [MF] 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	23.41	0.0
