"GO_description"	"Enterobacter sp. SA187 - Mean SM/DSM"	"Klebsiella oxytoca - Mean SM/DSM"	"Leuconostoc pseudomesenteroides - Mean SM/DSM"	"Sodalis glossinidius - Mean SM/DSM"	"Sodalis praecaptivus - Mean SM/DSM"	"Enterobacter sp. SA187 - SD SM/DSM"	"Klebsiella oxytoca - SD SM/DSM"	"Leuconostoc pseudomesenteroides - SD SM/DSM"	"Sodalis glossinidius - SD SM/DSM"	"Sodalis praecaptivus - SD SM/DSM"	"term"	"df"	"sumsq"	"meansq"	"statistic"	"p.value"	"significance"
"1934"	"sulfate transmembrane transporter activity"	0.169153125397862	0.324210157012568	0	0	0	0.239218644055453	0.458502401106284	0	0	0	"Species"	4	0.17008708011164	0.0425217700279099	0.794947994056464	0.576025709612012	"not sign."
"1935"	"sulfate transmembrane-transporting ATPase activity"	0.126864844048396	0	0.0140960937831551	0	0.0281921875663102	0.179413983041589	0	0.019934887004621	0	0.039869774009242	"Species"	4	0.0227312639775369	0.00568281599438422	0.831395348837208	0.558618346057117	"not sign."
"1936"	"sulfite reductase (NADPH) activity"	0.338306250795723	0	0	0	0	0.478437288110904	0	0	0	0	"Species"	4	0.183121790923933	0.0457804477309833	0.999999999999999	0.485657196759214	"not sign."
"1937"	"sulfite reductase complex (NADPH)"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"1938"	"sulfoquinovose isomerase activity"	0.528405712291304	0	0	0	0	0.0296225925914207	0	0	0	0	"Species"	4	0.446740154851329	0.111685038712832	636.383443334094	5.9471214009e-07	"significant"
"1939"	"sulfur carrier activity"	0.930342189688235	0	0	0	0	1.31570254230498	0	0	0	0	"Species"	4	1.38485854386224	0.34621463596556	0.999999999999999	0.485657196759214	"not sign."
"1940"	"sulfur compound metabolic process"	0.0728078395933	0	0	0	0.57987160663286	0.0166434878277965	0	0	0	0.820062290535267	"Species"	4	0.512707939560001	0.12817698489	0.952593297764386	0.504959789665184	"not sign."
"1941"	"sulfuric ester hydrolase activity"	2.25212454660123	0	3.39557616512428	0	0	0.354231123300632	0	1.413139074004	0	0	"Species"	4	20.4453956014379	5.11134890035948	12.0411995892333	0.00885588718556875	"not sign."
"1942"	"superoxide dismutase activity"	0	0	0	0	0.701949839608195	0	0	0	0	0.992706983279528	"Species"	4	0.788373723721553	0.197093430930388	1	0.485657196759213	"not sign."
"1943"	"symporter activity"	2.56443411079016	0	2.47081180481715	0	0.354597845538393	0.516815126570755	0	0.731940480535695	0	0.102779342256256	"Species"	4	13.9937795231123	3.49844488077807	21.5051145851832	0.00237827180517836	"significant"
"1944"	"synthase activity"	0	0.0610391164876695	0	0	0	0	0.0863223463721334	0	0	0	"Species"	4	0.00596123798655246	0.00149030949663812	1	0.485657196759213	"not sign."
"1945"	"T/G mismatch-specific endonuclease activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"1946"	"tagatose-bisphosphate aldolase activity"	0.64091072312053	0	0	0	1.43701034757377	0.906384636907401	0	0	0	1.07536494658749	"Species"	4	3.22442819767579	0.806107049418947	2.03774097380126	0.227240611508098	"not sign."
"1947"	"tagaturonate reductase activity"	0.67143028136436	0	0	0	0	0.949545810093461	0	0	0	0	"Species"	4	0.721309796372839	0.18032744909321	1	0.485657196759213	"not sign."
"1948"	"TAM protein secretion complex"	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	0	0	"Species"	4	0.00149030949663811	0.000372577374159527	1	0.485657196759213	"not sign."
"1949"	"tartronate-semialdehyde synthase activity"	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999999	0.485657196759214	"not sign."
"1950"	"taurine-transporting ATPase activity"	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	0	0	"Species"	4	0.00149030949663811	0.000372577374159527	1	0.485657196759213	"not sign."
"1951"	"teichoic-acid-transporting ATPase activity"	0	0	1.28182144624106	0	0	0	0	1.8127692738148	0	0	"Species"	4	2.62890595206962	0.657226488017404	1	0.485657196759213	"not sign."
"1952"	"terpenoid biosynthetic process"	0.371153179717082	0	0	0	0.310114063229412	0.352245167729529	0	0	0	0.438567514101663	"Species"	4	0.282200807528746	0.0705502018821865	1.11482555580777	0.442532001946702	"not sign."
"1953"	"tetraacyldisaccharide 4'-kinase activity"	0.610391164876695	0	0	0	0.0610391164876695	0.863223463721334	0	0	0	0.0863223463721334	"Species"	4	0.572278846709036	0.143069711677259	0.950495049504952	0.505835369313285	"not sign."
"1954"	"tetrahydrofolate biosynthetic process"	0.551811288784557	0	0	0	0	0.341811494368034	0	0	0	0	"Species"	4	0.487193117488117	0.121798279372029	5.21240114436437	0.0496345423306084	"not sign."
"1955"	"tetrahydrofolate interconversion"	0.0305195582438346	0	2.9776118324207	0	0	0.0431611731860666	0	1.14100643818031	0	0	"Species"	4	14.1146655506137	3.52866638765343	13.5326679529649	0.00683761321769843	"not sign."
"1956"	"tetrahydrofolylpolyglutamate synthase activity"	0.239633594313637	0	0.608459403353195	0	0.0587117458101448	0.338893079078558	0	0.774169194003396	0	0.00329139917682453	"Species"	4	0.533270411180409	0.133317602795102	0.933338756992094	0.513063316186867	"not sign."
"1957"	"tetrapyrrole biosynthetic process"	0.281921875663102	0	0.0140960937831551	0	0.169153125397862	0.39869774009242	0	0.019934887004621	0	0.239218644055453	"Species"	4	0.130029188347029	0.0325072970867572	0.750458715596329	0.598098984289372	"not sign."
"1958"	"thiaminase activity"	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999999	0.485657196759214	"not sign."
"1959"	"thiamine binding"	0	0	0.0140960937831551	0	1.5477154665975	0	0	0.019934887004621	0	0.203386236997731	"Species"	4	3.81554159075466	0.953885397688665	114.201224722813	4.23618568343499e-05	"significant"
"1960"	"thiamine biosynthetic process"	1.98921724551235	0	2.59754477914754	0	5.3542738523928	0.137185269573894	0	0.393233893400816	0	1.23279263124404	"Species"	4	39.2152675083357	9.80381687708393	28.9500385805208	0.0011838342148697	"significant"
"1961"	"thiamine diphosphate biosynthetic process"	0.636387851483488	0	0.671825890518388	0	0.0140960937831551	0.222202172340308	0	0.604815900435955	0	0.019934887004621	"Species"	4	1.01367512836754	0.253418782091886	3.04902496408813	0.126419548227107	"not sign."
"1962"	"thiamine diphosphokinase activity"	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999999	0.485657196759214	"not sign."
"1963"	"thiamine metabolic process"	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999999	0.485657196759214	"not sign."
"1964"	"thiamine pyrophosphate binding"	1.10840918864217	0	3.43659203354028	0	2.13676468622245	0.331564312950209	0	2.87466109561695	0	1.46692041249524	"Species"	4	17.3505998556037	4.33764996390093	2.06054992349297	0.223920417580027	"not sign."
"1965"	"thiamine transmembrane transport"	0.324210157012568	0	0	0	6.83682294001962	0.458502401106284	0	0	0	1.29546012722233	"Species"	4	73.182362271461	18.2955905678653	48.4409805760054	0.000344964745589362	"significant"
"1966"	"thiamine transmembrane transporter activity"	0.0140960937831551	0	0.0140960937831551	0	0	0.019934887004621	0	0.019934887004621	0	0	"Species"	4	0.00047687966386441	0.000119219915966102	0.75	0.59833134439221	"not sign."
"1967"	"thiamine transport"	0.54974765754305	0	0.0140960937831551	0	12.2860377955655	0.777460593180221	0	0.019934887004621	0	3.99511759063657	"Species"	4	236.450509494138	59.1126273735344	17.8417591124526	0.00365954802794125	"significant"
"1968"	"thiamine-phosphate diphosphorylase activity"	0.0140960937831551	0	0.56617112200373	0	0	0.019934887004621	0	0.714364532989534	0	0	"Species"	4	0.506812861814986	0.126703215453746	1.2404515461601	0.40071561777943	"not sign."
"1969"	"thiamine-phosphate kinase activity"	0.0610391164876695	0	0	0	0	0.0863223463721334	0	0	0	0	"Species"	4	0.00596123798655247	0.00149030949663812	1	0.485657196759213	"not sign."
"1970"	"thiamine-transporting ATPase activity"	0.296017969446258	0	0	0	6.82272684623646	0.418632627097042	0	0	0	1.27552524021771	"Species"	4	73.0038454128578	18.2509613532144	50.634724031696	0.00030988867165747	"significant"
"1971"	"thiolester hydrolase activity"	0.267825781879947	0	0.0281921875663102	0	0	0.378762853087799	0	0.039869774009242	0	0	"Species"	4	0.110000242464724	0.0275000606161809	0.947945205479452	0.506901853885273	"not sign."
"1972"	"thioredoxin peroxidase activity"	0.0610391164876695	0	0.701949839608195	0	0.0140960937831551	0.0863223463721334	0	0.992706983279528	0	0.019934887004621	"Species"	4	0.751771631956828	0.187942907989207	0.946037759975014	0.507701418692974	"not sign."
"1973"	"thioredoxin-disulfide reductase activity"	0.535651563759895	0	0.610391164876695	0	0.0140960937831551	0.7575257061756	0	0.863223463721334	0	0.019934887004621	"Species"	4	0.781028508641597	0.195257127160399	0.739948159339854	0.603447602942069	"not sign."
"1974"	"thiosulfate dehydrogenase (quinone) activity"	0	0	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	"Species"	4	0.0014903094966381	0.000372577374159526	0.999999999999999	0.485657196759214	"not sign."
"1975"	"thiosulfate sulfurtransferase activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"1976"	"threonine biosynthetic process"	2.15577926079667	0.0140960937831551	3.51559076685812	0	0	0.576806279528294	0.019934887004621	0.466511679200017	0	0	"Species"	4	21.0841127151106	5.27102817877765	47.8543974372455	0.000355281613205586	"significant"
"1977"	"threonine catabolic process"	0.65267944622616	0	0	0	0.0305195582438346	0.803418802707471	0	0	0	0.0431611731860666	"Species"	4	0.667139454039456	0.166784863509864	1.28822305926384	0.386145808545756	"not sign."
"1978"	"threonine efflux transmembrane transporter activity"	0.310114063229412	0	0	0	0	0.438567514101663	0	0	0	0	"Species"	4	0.153873171540249	0.0384682928850624	0.999999999999999	0.485657196759214	"not sign."
"1979"	"threonine metabolic process"	0	0	0	0	0.0305195582438346	0	0	0	0	0.0431611731860666	"Species"	4	0.0014903094966381	0.000372577374159526	1	0.485657196759213	"not sign."
"1980"	"threonine synthase activity"	0	0.225537500530482	0.563843751326205	0	0	0	0.318958192073937	0.797395480184842	0	0	"Species"	4	0.488324775797157	0.122081193949289	0.827586206896551	0.560409427945835	"not sign."
"1981"	"threonine-tRNA ligase activity"	0	0	2.55512462808006	0	0.906409134322953	0	0	0.18469133778952	0	0.444590836624292	"Species"	4	9.90759237230835	2.47689809307709	53.4339596144735	0.000271984204865757	"significant"
"1982"	"threonine-type endopeptidase activity"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"1983"	"threonyl-tRNA aminoacylation"	0	0	2.55512462808006	0	0.906409134322953	0	0	0.18469133778952	0	0.444590836624292	"Species"	4	9.90759237230835	2.47689809307709	53.4339596144735	0.000271984204865757	"significant"
"1984"	"thymidine kinase activity"	0.0281921875663102	0	0.993444937417414	0	0.187903960536066	0.039869774009242	0	0.110108108384602	0	0.0930916366694559	"Species"	4	1.46087522798625	0.365218806996563	81.5969231172694	9.68158001687819e-05	"significant"
"1985"	"thymidine metabolic process"	0	0	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	"Species"	4	0.000317919775909606	7.94799439774016e-05	1	0.485657196759213	"not sign."
"1986"	"thymidine phosphorylase activity"	0	0	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	"Species"	4	0.000317919775909606	7.94799439774016e-05	1	0.485657196759213	"not sign."
"1987"	"thymidylate synthase activity"	0.0305195582438346	0	0.296017969446258	0	0	0.0431611731860666	0	0.418632627097042	0	0	"Species"	4	0.134465460544985	0.0336163651362463	0.948992020325414	0.5064636918706	"not sign."
"1988"	"toxic substance binding"	0.0704804689157755	0	0	0	0	0.0996744350231051	0	0	0	0	"Species"	4	0.00794799439774015	0.00198699859943504	0.999999999999998	0.485657196759214	"not sign."
"1989"	"toxin biosynthetic process"	0.73246939785203	0	0.38046266242718	0	0	1.0358681564656	0	0.0201213789482948	0	0	"Species"	4	0.867079404262857	0.216769851065714	1.00970866299224	0.481815580861124	"not sign."
"1990"	"toxin transporter activity"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"1991"	"trans-translation"	0	0	0.701949839608195	0	0	0	0	0.992706983279528	0	0	"Species"	4	0.788373723721553	0.197093430930388	1	0.485657196759214	"not sign."
"1992"	"transaminase activity"	0.48146268958679	0.427273815413685	1.90982290304051	0	14.1603763753245	0.0766346407853335	0.604256424604932	1.92399633386144	0	4.31710535865007	"Species"	4	293.842399558996	73.4605998897489	16.1735105050937	0.00457781545008105	"significant"
"1993"	"transcription antitermination"	0	0	1.00973653216008	0	0	0	0	0.471108521982557	0	0	"Species"	4	1.63130858300587	0.407827145751468	9.18764515419687	0.0158854863400159	"not sign."
"1994"	"transcription factor activity, RNA polymerase III promoter sequence-specific binding, TFIIIB recruiting"	0.112768750265241	0	0	0	0	0.159479096036968	0	0	0	0	"Species"	4	0.0203468656582149	0.00508671641455372	0.999999999999999	0.485657196759214	"not sign."
"1995"	"transcription factor activity, sequence-specific DNA binding"	21.8259284135293	0.267825781879947	12.063572599774	0	33.7716356282823	5.05614240852965	0.378762853087799	2.70734933794568	0	8.6081870519636	"Species"	4	1679.25450291142	419.813625727855	19.5920696341715	0.00295104535452385	"significant"
"1996"	"transcription factor binding"	1.03134221684785	0.479267188627274	0.0728078395933	0	7.21118029419367	1.37221580414203	0.677786158157115	0.0166434878277965	0	4.21768287137998	"Species"	4	75.6615936954033	18.9153984238508	4.69796142603064	0.0602260935399711	"not sign."
"1997"	"transcription initiation from bacterial-type RNA polymerase promoter"	0	0	1.20475447444674	0	0.155057031614706	0	0	0.108989156722559	0	0.219283757050831	"Species"	4	2.21131712069835	0.552829280174588	46.0967629032136	0.000388910161535088	"significant"
"1998"	"transcription regulatory region sequence-specific DNA binding"	0.105654768514659	0	0	0	0	0.109548632553579	0	0	0	0	"Species"	4	0.0178606881758179	0.00446517204395448	1.86034837680977	0.255489681724872	"not sign."
"1999"	"transcription-coupled nucleotide-excision repair"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"2000"	"transcription-coupled nucleotide-excision repair, DNA damage recognition"	0.0563843751326205	0	0.509786746871109	0	0	0.0797395480184842	0	0.634624984971049	0	0	"Species"	4	0.397903554332663	0.0994758885831658	1.21576780212395	0.4085211181482	"not sign."
"2001"	"transcription, DNA-templated"	2.09421266543697	0	5.80429389570969	0	0	2.56296621386205	0	4.73984080850795	0	0	"Species"	4	51.196546273108	12.799136568277	2.20409617902524	0.204466751530611	"not sign."
"2002"	"transcriptional repressor activity, bacterial-type RNA polymerase core promoter proximal region sequence-specific binding"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"2003"	"transferase activity"	14.8101153865297	0.774889548919507	21.1541881084823	0	19.3869085798895	1.78110514532718	0.457942925275263	4.43975413210169	0	0.0530452462007355	"Species"	4	826.528027383796	206.632006845949	44.7327505577632	0.000418157580922021	"significant"
"2004"	"transferase activity, transferring acyl groups"	1.28700366646814	0.183249219181016	0.608195663917177	0	0.314768804584462	0.0936511125004749	0.259153531060073	0.26207194634955	0	0.272505619711045	"Species"	4	2.02688443787674	0.506721109469184	11.5757354705114	0.00965606798685962	"not sign."
"2005"	"transferase activity, transferring acyl groups other than amino-acyl groups"	0.563843751326205	0.155057031614706	2.67939836201492	0	0.0281921875663102	0.797395480184842	0.219283757050831	0.958487547905564	0	0.039869774009242	"Species"	4	10.3475285408018	2.58688213520045	8.06277689568134	0.020886892598423	"not sign."
"2006"	"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"	0.0140960937831551	0	0.460252614053053	0	0	0.019934887004621	0	0.212327974809835	0	0	"Species"	4	0.334059658554871	0.0835149146387177	9.18138418198607	0.0159084402157371	"not sign."
"2007"	"transferase activity, transferring alkyl or aryl (other than methyl) groups"	0.0140960937831551	0	0.0140960937831551	0	0.324210157012568	0.019934887004621	0	0.019934887004621	0	0.458502401106284	"Species"	4	0.161344286274125	0.0403360715685313	0.955743879472693	0.503648503575905	"not sign."
"2008"	"transferase activity, transferring amino-acyl groups"	0	0	1.87425299428759	0	0	0	0	0.578857690908709	0	0	"Species"	4	5.62051885855362	1.40512971463841	20.9673143638522	0.00252232243154796	"significant"
"2009"	"transferase activity, transferring glycosyl groups"	1.50968631744906	0	2.02465528454725	0	2.82009556041045	1.57684202893617	0	0.964203342350157	0	1.7953798182123	"Species"	4	12.5110928759791	3.12777321899476	2.35542560207574	0.186369955001261	"not sign."
"2010"	"transferase activity, transferring hexosyl groups"	1.00481805136902	0	0	0	0	1.34128776794489	0	0	0	0	"Species"	4	1.61545490617126	0.403863726542814	1.12243428704082	0.439846376929856	"not sign."
"2011"	"transferase activity, transferring one-carbon groups"	0.225537500530482	0	0	0	0	0.318958192073937	0	0	0	0	"Species"	4	0.0813874626328595	0.0203468656582149	0.999999999999999	0.485657196759214	"not sign."
"2012"	"transferase activity, transferring pentosyl groups"	0.563843751326205	0	0.0140960937831551	0	0.582330847028391	0.797395480184842	0	0.019934887004621	0	0.384972667554101	"Species"	4	0.775964150727181	0.193991037681795	1.23649236113974	0.40195463684111	"not sign."
"2013"	"transferase activity, transferring phosphorus-containing groups"	0.695231467011641	0	0.0422882813494653	0	0.183249219181016	0.292626998659341	0	0.0598046610138631	0	0.259153531060073	"Species"	4	0.698304538950769	0.174576134737692	5.5822309541094	0.0435627062132618	"not sign."
"2014"	"transition metal ion binding"	0.296017969446258	0	0.091558674731504	0	0	0.418632627097042	0	0.1294835195582	0	0	"Species"	4	0.131932996262511	0.0329832490656279	0.858852631667659	0.545900169069486	"not sign."
"2015"	"transketolase activity"	2.02632330663473	0	0.0587117458101448	0	0	1.70943045572752	0	0.00329139917682453	0	0	"Species"	4	6.47991795624487	1.61997948906122	2.77188389854436	0.146638834594947	"not sign."
"2016"	"translation"	1.42291425379061	0	15.2426570076418	0	1.73316018673804	1.09529983359211	0	5.80781153315784	0	0.13861174931398	"Species"	4	339.328916157536	84.8322290393839	12.1363767355376	0.00870376642226958	"not sign."
"2017"	"translation elongation factor activity"	0.563843751326205	0.213636907706842	1.70962274052677	0	18.6431516535572	0.797395480184842	0.302128212302466	0.344543417713839	0	6.35077136119952	"Species"	4	523.111876549495	130.777969137374	15.8795427702595	0.0047723277410394	"significant"
"2018"	"translation initiation factor activity"	0.394690625928343	0	2.07585743945279	0	0.0563843751326205	0.558176836129389	0	0.862477495946637	0	0.0797395480184842	"Species"	4	6.38213297020427	1.59553324255107	7.51343222138337	0.0241540371932525	"not sign."
"2019"	"translation regulator activity"	0.225537500530482	0	0	0	0.0563843751326205	0.318958192073937	0	0	0	0.0797395480184842	"Species"	4	0.0763007462183057	0.0190751865545764	0.882352941176469	0.535280376623771	"not sign."
"2020"	"translation release factor activity"	0	0	0.0610391164876695	0	0	0	0	0.0863223463721334	0	0	"Species"	4	0.00596123798655246	0.00149030949663811	1	0.485657196759214	"not sign."
"2021"	"translation release factor activity, codon specific"	0	0	2.49175814091487	0	0.533060453646352	0	0	0.0153380442220773	0	0.195684486982038	"Species"	4	9.32621314811304	2.33155328702826	302.581630576195	3.78863262032985e-06	"significant"
"2022"	"translational termination"	0.197345312964171	0	0.0140960937831551	0	0.17380786675291	0.279088418064694	0	0.019934887004621	0	0.073156749664835	"Species"	4	0.0793392928151514	0.0198348232037879	1.18573081404423	0.418283688071022	"not sign."
"2023"	"translesion synthesis"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"2024"	"transmembrane signaling receptor activity"	7.22180847408383	0	0	0	0	0.631399041603532	0	0	0	0	"Species"	4	83.4472282181586	20.8618070545396	261.64599539158	5.43758016531721e-06	"significant"
"2025"	"transmembrane transport"	26.446809780044	0.178462608107959	23.9205366881203	0	92.1834536616874	1.23237394251591	0.0929051447257819	4.04753790519701	0	18.4526347508076	"Species"	4	11390.2366250884	2847.5591562721	39.7249209585181	0.000556518641531546	"significant"
"2026"	"transmembrane transporter activity"	13.2568683747977	0.422882813494654	26.6363817626676	0	58.6419709740658	7.52613802185658	0.598046610138631	1.34816821889232	0	8.60873044940657	"Species"	4	4731.51943124633	1182.87985781158	44.4931836127704	0.000423610123618855	"significant"
"2027"	"transporter activity"	5.00872175012849	0.0281921875663102	3.10500415534112	0	25.0236317868174	2.49837821812197	0.039869774009242	1.11088982556717	0	1.29143263575503	"Species"	4	881.841094419892	220.460273604973	120.531246006385	3.70848238199244e-05	"significant"
"2028"	"transposase activity"	0.225537500530482	0	0	57.1750541325916	0.0446156520269897	0.318958192073937	0	0	2.90865820969068	0.0232262861814455	"Species"	4	5218.09860955716	1304.52465238929	761.760315833489	3.79759418603913e-07	"significant"
"2029"	"transposition"	0	0	0.122078232975338	0.894904150653337	0	0	0	0.172644692744266	0.488684469528726	0	"Species"	4	1.21781180020148	0.304452950050369	5.66700958024906	0.0423179586229116	"not sign."
"2030"	"transposition, DNA-mediated"	0.493363282410429	0	0.906409134322953	57.1750541325916	0.0587117458101448	0.697721045161736	0	0.444590836624292	2.90865820969068	0.00329139917682453	"Species"	4	5164.95376875935	1291.23844218984	705.997613760214	4.59056068602669e-07	"significant"
"2031"	"transsulfuration"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"2032"	"trehalose 6-phosphate phosphorylase activity"	0	0	0.17380786675291	0	0	0	0	0.073156749664835	0	0	"Species"	4	0.048334679272316	0.012083669818079	11.2891189962865	0.0101998795656794	"not sign."
"2033"	"trehalose biosynthetic process"	0	0	0	0	1.3833489522727	0	0	0	0	0.31622626872813	"Species"	4	3.06184691800636	0.765461729501591	38.2734489117367	0.000608530730575224	"significant"
"2034"	"trehalose catabolic process"	1.18380813834901	0	0.091558674731504	0	0	0.638289368035219	0	0.1294835195582	0	0	"Species"	4	2.16894519551702	0.542236298879255	6.39159312963164	0.033451980078014	"not sign."
"2035"	"trehalose metabolic process"	0.998231548490471	0.253729688096792	0	0	0	0.462166784170456	0.358827966083179	0	0	0	"Species"	4	1.49472718287991	0.373681795719979	5.45750888711253	0.0454885807437475	"not sign."
"2036"	"trehalose transmembrane transporter activity"	0.683330874188002	0	0	0	0	0.328459405717061	0	0	0	0	"Species"	4	0.747105733789661	0.186776433447415	8.65622779999825	0.0180115554972052	"not sign."
"2037"	"tricarboxylic acid cycle"	1.92598262806517	0	3.69339402637602	0	0.352402344578878	0.824659133317811	0	3.15001967480816	0	0.498372175115526	"Species"	4	20.6846540950323	5.17116352375808	2.38279155523135	0.183333388790833	"not sign."
"2038"	"tricarboxylic acid cycle enzyme complex"	0	0	2.43005967583716	0	0	0	0	2.51961854873231	0	0	"Species"	4	9.44830404500767	2.36207601125192	1.86034837680977	0.255489681724872	"not sign."
"2039"	"trichloro-p-hydroquinone reductive dehalogenase activity"	0	0	0.159711772969755	0	0	0	0	0.0532218626602141	0	0	"Species"	4	0.0408125606802283	0.0102031401700571	18.0104148934044	0.00358149836643429	"significant"
"2040"	"triose-phosphate isomerase activity"	0	0	0.537715195001402	0	0	0	0	0.361746381372655	0	0	"Species"	4	0.462620209496632	0.115655052374158	4.41902260352384	0.0673199493215449	"not sign."
"2041"	"tripeptide aminopeptidase activity"	0.0563843751326205	0.225537500530482	0	0	0.0140960937831551	0.0797395480184842	0.318958192073937	0	0	0.019934887004621	"Species"	4	0.0734394682351193	0.0183598670587798	0.846153846153847	0.551740372376931	"not sign."
"2042"	"tripeptide transport"	0	0	0	0	0.0281921875663102	0	0	0	0	0.039869774009242	"Species"	4	0.00127167910363843	0.000317919775909606	1	0.485657196759213	"not sign."
"2043"	"tripeptide transporter activity"	0.535651563759895	0	0	0	0	0.7575257061756	0	0	0	0	"Species"	4	0.459076156413473	0.114769039103368	0.999999999999999	0.485657196759214	"not sign."
"2044"	"triphosphatase activity"	1.15974321326572	0	0	0	0	1.64012458107053	0	0	0	0	"Species"	4	2.15200691314542	0.538001728286355	1	0.485657196759213	"not sign."
"2045"	"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity"	0.488312931901354	0	0	0	0	0.690578770977065	0	0	0	0	"Species"	4	0.381519231139355	0.0953798077848388	1	0.485657196759213	"not sign."
"2046"	"tRNA (adenine-C2-)-methyltransferase activity"	0	0.225537500530482	0	0	0	0	0.318958192073937	0	0	0	"Species"	4	0.0813874626328596	0.0203468656582149	1	0.485657196759213	"not sign."
"2047"	"tRNA (guanine-N7-)-methyltransferase activity"	0	0	0.845765626989305	0	0	0	0	1.19609322027726	0	0	"Species"	4	1.14451119327458	0.286127798318645	0.999999999999999	0.485657196759214	"not sign."
"2048"	"tRNA (guanine(37)-N(1))-methyltransferase activity"	0	0	0.091558674731504	0	0	0	0	0.1294835195582	0	0	"Species"	4	0.013412785469743	0.00335319636743574	1	0.485657196759214	"not sign."
"2049"	"tRNA 2-selenouridine synthase activity"	0	0.0751352102708246	0	0	0	0	0.0663874593675124	0	0	0	"Species"	4	0.00903247971590565	0.00225811992897641	2.56179816791301	0.165049327047082	"not sign."
"2050"	"tRNA 2'-phosphotransferase activity"	0	0	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999999	0.485657196759214	"not sign."
"2051"	"tRNA 3'-end processing"	0.140960937831551	0	0	0	0	0.19934887004621	0	0	0	0	"Species"	4	0.0317919775909606	0.00794799439774015	0.999999999999998	0.485657196759214	"not sign."
"2052"	"tRNA 3'-trailer cleavage"	0.535651563759895	0	0.0140960937831551	0	0	0.7575257061756	0	0.019934887004621	0	0	"Species"	4	0.453353600447101	0.113338400111775	0.986851211072664	0.490919845868998	"not sign."
"2053"	"tRNA acetylation"	0.0140960937831551	0	0	0	0.0140960937831551	0.019934887004621	0	0	0	0.019934887004621	"Species"	4	0.00047687966386441	0.000119219915966102	0.75	0.598331344392211	"not sign."
"2054"	"tRNA aminoacylation"	0	0	0.0305195582438346	0	1.3292919478176	0	0	0.0431611731860666	0	0.153455773514337	"Species"	4	2.79626211912941	0.699065529782353	137.548716831728	2.67655836317788e-05	"significant"
"2055"	"tRNA aminoacylation for protein translation"	0.413309591348539	0	0.10100002715961	0	0.112768750265241	0.10607074143308	0	0.0565132618370385	0	0.159479096036968	"Species"	4	0.230194317413246	0.0575485793533116	7.21551968058811	0.0262303446892202	"not sign."
"2056"	"tRNA binding"	0.368825809039557	0.225537500530482	11.1274351255152	0	2.51762295780366	0.435276114924838	0.318958192073937	0.88912609292356	0	0.107562676982473	"Species"	4	179.585826301834	44.8964565754586	205.32268612454	9.92612272793872e-06	"significant"
"2057"	"tRNA dihydrouridine synthase activity"	0.0140960937831551	0	0.152597791219173	0	0.951024786349942	0.019934887004621	0	0.215805865930332	0	0.467817122805738	"Species"	4	1.35614784867794	0.339036962169485	6.37713227908567	0.0336023350631053	"not sign."
