"","Taxonomic_ID"
"2053","proline dipeptidase activity"
"2054","proline metabolic process"
"2055","proline transport"
"2056","proline:sodium symporter activity"
"2057","prolyl-tRNA aminoacylation"
"2058","propionate catabolic process, 2-methylcitrate cycle"
"2059","prosthetic group biosynthetic process"
"2060","proteasome complex"
"2061","proteasome core complex"
"2062","protein-chromophore linkage"
"2063","protein-disulfide reductase activity"
"2064","protein-DNA complex"
"2065","protein-glutamate methylesterase activity"
"2066","protein-glutamate O-methyltransferase activity"
"2067","protein-glutamine N-methyltransferase activity"
"2068","protein-heme linkage"
"2069","protein-L-isoaspartate (D-aspartate) O-methyltransferase activity"
"2070","protein-lysine lysylation"
"2071","protein-malonyllysine demalonylase activity"
"2072","protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity"
"2073","protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity"
"2074","protein-N(PI)-phosphohistidine-sugar phosphotransferase activity"
"2075","protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity"
"2076","protein-phosphocysteine-mannitol phosphotransferase system transporter activity"
"2077","protein-phosphocysteine-mannosylglycerate-phosphotransferase system transporter activity"
"2078","protein-phosphocysteine-sugar phosphotransferase activity"
"2079","protein-phosphocysteine-trehalose phosphotransferase system transporter activity"
"2080","protein-succinyllysine desuccinylase activity"
"2081","protein autophosphorylation"
"2082","protein binding involved in protein folding"
"2083","protein binding, bridging"
"2084","protein biotinylation"
"2085","protein carbamoylation"
"2086","protein catabolic process"
"2087","protein dephosphorylation"
"2088","protein dimerization activity"
"2089","protein disulfide isomerase activity"
"2090","protein disulfide oxidoreductase activity"
"2091","protein domain specific binding"
"2092","protein flavinylation"
"2093","protein folding"
"2094","protein glutathionylation"
"2095","protein glycosylation"
"2096","protein heterodimerization activity"
"2097","protein hexamerization"
"2098","protein histidine kinase activity"
"2099","protein histidine kinase binding"
"2100","protein histidine phosphatase activity"
"2101","protein homodimerization activity"
"2102","protein homooligomerization"
"2103","protein homotetramerization"
"2104","protein import"
"2105","protein initiator methionine removal"
"2106","protein insertion into membrane"
"2107","protein insertion into membrane from inner side"
"2108","protein K27-linked ubiquitination"
"2109","protein kinase activator activity"
"2110","protein kinase activity"
"2111","protein kinase binding"
"2112","protein lipoylation"
"2113","protein localization to outer membrane"
"2114","protein maturation"
"2115","protein maturation by iron-sulfur cluster transfer"
"2116","protein maturation by protein folding"
"2117","protein metabolic process"
"2118","protein methyltransferase activity"
"2119","protein N-linked glycosylation"
"2120","protein N-terminus binding"
"2121","protein O-linked glycosylation"
"2122","protein oligomerization"
"2123","protein phosphorylation"
"2124","protein polymerization"
"2125","protein refolding"
"2126","protein repair"
"2127","protein secretion"
"2128","protein secretion by the type I secretion system"
"2129","protein secretion by the type II secretion system"
"2130","protein secretion by the type III secretion system"
"2131","protein secretion by the type IV secretion system"
"2132","protein secretion by the type VI secretion system"
"2133","protein self-association"
"2134","protein serine/threonine kinase activity"
"2135","protein serine/threonine phosphatase activity"
"2136","protein serine/threonine/tyrosine kinase activity"
"2137","protein stabilization"
"2138","protein targeting"
"2139","protein tetramerization"
"2140","protein transmembrane transporter activity"
"2141","protein transport"
"2142","protein transport by the Sec complex"
"2143","protein transport by the Tat complex"
"2144","protein transporter activity"
"2145","protein trimerization"
"2146","protein tyrosine kinase activity"
"2147","protein ubiquitination"
"2148","protein unfolding"
"2149","proteolysis"
"2150","proteolysis involved in cellular protein catabolic process"
"2151","protoheme IX ABC transporter activity"
"2152","protoheme IX farnesyltransferase activity"
"2153","proton-transporting ATP synthase activity, rotational mechanism"
"2154","proton-transporting ATP synthase complex, catalytic core F(1)"
"2155","proton-transporting ATP synthase complex, coupling factor F(o)"
"2156","proton-transporting V-type ATPase, V0 domain"
"2157","proton motive force dependent protein transmembrane transporter activity"
"2158","protoporphyrinogen IX biosynthetic process"
"2159","pseudouridine synthase activity"
"2160","pseudouridine synthesis"
"2161","pseudouridylate synthase activity"
"2162","pteridine-containing compound metabolic process"
"2163","purine-nucleoside phosphorylase activity"
"2164","purine nucleobase biosynthetic process"
"2165","purine nucleobase metabolic process"
"2166","purine nucleobase transmembrane transporter activity"
"2167","purine nucleosidase activity"
"2168","purine nucleoside metabolic process"
"2169","purine nucleoside transmembrane transporter activity"
"2170","purine nucleoside triphosphate catabolic process"
"2171","purine nucleotide biosynthetic process"
"2172","purine nucleotide metabolic process"
"2173","purine ribonucleoside monophosphate biosynthetic process"
"2174","purine ribonucleoside salvage"
"2175","purine ribonucleotide biosynthetic process"
"2176","putrescine-importing ATPase activity"
"2177","putrescine binding"
"2178","putrescine biosynthetic process"
"2179","putrescine biosynthetic process from arginine"
"2180","putrescine catabolic process"
"2181","putrescine transport"
"2182","pyridoxal 4-dehydrogenase activity"
"2183","pyridoxal 5'-phosphate salvage"
"2184","pyridoxal kinase activity"
"2185","pyridoxal metabolic process"
"2186","pyridoxal phosphatase activity"
"2187","pyridoxal phosphate binding"
"2188","pyridoxal phosphate biosynthetic process"
"2189","pyridoxamine-phosphate oxidase activity"
"2190","pyridoxine 4-oxidase activity"
"2191","pyridoxine 5'-phosphate synthase activity"
"2192","pyridoxine biosynthetic process"
"2193","pyrimidine-5'-nucleotide nucleosidase activity"
"2194","pyrimidine-containing compound salvage"
"2195","pyrimidine-nucleoside phosphorylase activity"
"2196","pyrimidine nucleobase biosynthetic process"
"2197","pyrimidine nucleobase metabolic process"
"2198","pyrimidine nucleoside metabolic process"
"2199","pyrimidine nucleotide biosynthetic process"
"2200","pyrimidine nucleotide metabolic process"
"2201","pyrophosphatase activity"
"2202","pyrroline-5-carboxylate reductase activity"
"2203","pyrroloquinoline quinone biosynthetic process"
"2204","pyruvate-flavodoxin oxidoreductase activity"
"2205","pyruvate biosynthetic process"
"2206","pyruvate carboxylase activity"
"2207","pyruvate decarboxylase activity"
"2208","pyruvate dehydrogenase (acetyl-transferring) activity"
"2209","pyruvate dehydrogenase (quinone) activity"
"2210","pyruvate dehydrogenase complex"
"2211","pyruvate kinase activity"
"2212","pyruvate metabolic process"
"2213","pyruvate synthase activity"
"2214","pyruvate, water dikinase activity"
"2215","quaternary-ammonium-compound-transporting ATPase activity"
"2216","queuine tRNA-ribosyltransferase activity"
"2217","queuosine biosynthetic process"
"2218","queuosine salvage"
"2219","quinate dehydrogenase (quinone) activity"
"2220","quinolinate catabolic process"
"2221","quinolinate synthetase A activity"
"2222","quinone binding"
"2223","quinoprotein glucose dehydrogenase activity"
"2224","quorum sensing"
"2225","racemase activity, acting on amino acids and derivatives"
"2226","racemase and epimerase activity, acting on amino acids and derivatives"
"2227","racemase and epimerase activity, acting on carbohydrates and derivatives"
"2228","raffinose alpha-galactosidase activity"
"2229","receptor clustering"
"2230","recombinase activity"
"2231","recombinational repair"
"2232","regulation of bacterial-type flagellum-dependent cell motility"
"2233","regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed"
"2234","regulation of bacterial-type flagellum assembly"
"2235","regulation of barrier septum assembly"
"2236","regulation of carbohydrate metabolic process"
"2237","regulation of cell growth"
"2238","regulation of cell motility"
"2239","regulation of cell projection assembly"
"2240","regulation of cell septum assembly"
"2241","regulation of cell shape"
"2242","regulation of cellular response to heat"
"2243","regulation of cellular response to oxidative stress"
"2244","regulation of chemotaxis"
"2245","regulation of DNA-templated transcription, elongation"
"2246","regulation of DNA-templated transcription, termination"
"2247","regulation of DNA repair"
"2248","regulation of DNA replication"
"2249","regulation of gene expression"
"2250","regulation of glutamine family amino acid metabolic process"
"2251","regulation of growth"
"2252","regulation of intracellular pH"
"2253","regulation of ion transmembrane transport"
"2254","regulation of ion transmembrane transporter activity"
"2255","regulation of lipid biosynthetic process"
"2256","regulation of nitrogen utilization"
"2257","regulation of peptidase activity"
"2258","regulation of pH"
"2259","regulation of phosphatase activity"
"2260","regulation of phosphate metabolic process"
"2261","regulation of polysaccharide biosynthetic process"
"2262","regulation of protein histidine kinase activity"
"2263","regulation of protein homooligomerization"
"2264","regulation of protein kinase activity"
"2265","regulation of protein targeting to membrane"
"2266","regulation of response to osmotic stress"
"2267","regulation of response to salt stress"
"2268","regulation of RNA metabolic process"
"2269","regulation of secondary metabolite biosynthetic process"
"2270","regulation of sporulation"
"2271","regulation of transcription, DNA-templated"
"2272","regulation of translation"
"2273","regulation of translational termination"
"2274","regulation of transposon integration"
"2275","regulation of ubiquinone biosynthetic process"
"2276","removal of superoxide radicals"
"2277","replication fork processing"
"2278","replisome"
"2279","rescue of stalled ribosome"
"2280","respiratory chain"
"2281","respiratory electron transport chain"
"2282","response to acidic pH"
"2283","response to alkaline pH"
"2284","response to amino acid"
"2285","response to antibiotic"
"2286","response to arsenic-containing substance"
"2287","response to cobalt ion"
"2288","response to cold"
"2289","response to copper ion"
"2290","response to drug"
"2291","response to ethanol"
"2292","response to fructose"
"2293","response to gamma radiation"
"2294","response to heat"
"2295","response to herbicide"
"2296","response to hydrogen peroxide"
"2297","response to ionizing radiation"
"2298","response to iron ion"
"2299","response to iron(III) ion"
"2300","response to leucine"
"2301","response to light stimulus"
"2302","response to magnesium ion"
"2303","response to methylglyoxal"
"2304","response to nickel cation"
"2305","response to nitrosative stress"
"2306","response to nutrient"
"2307","response to organic cyclic compound"
"2308","response to organic substance"
"2309","response to organonitrogen compound"
"2310","response to oxidative stress"
"2311","response to radiation"
"2312","response to superoxide"
"2313","response to tellurium ion"
"2314","response to temperature stimulus"
"2315","response to toxic substance"
"2316","response to unfolded protein"
"2317","response to X-ray"
"2318","response to zinc ion"
"2319","rhamnose catabolic process"
"2320","rhamnose metabolic process"
"2321","rhamnulokinase activity"
"2322","riboflavin biosynthetic process"
"2323","riboflavin kinase activity"
"2324","riboflavin reductase (NADH) activity"
"2325","riboflavin reductase (NADPH) activity"
"2326","riboflavin synthase activity"
"2327","riboflavin synthase complex"
"2328","ribokinase activity"
"2329","ribonuclease activity"
"2330","ribonuclease D activity"
"2331","ribonuclease E activity"
"2332","ribonuclease III activity"
"2333","ribonuclease inhibitor activity"
"2334","ribonuclease P activity"
"2335","ribonucleoprotein complex"
"2336","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
"2337","ribonucleoside-diphosphate reductase complex"
"2338","ribonucleoside-triphosphate reductase activity"
"2339","ribonucleoside binding"
"2340","ribonucleoside monophosphate biosynthetic process"
"2341","ribose-5-phosphate isomerase activity"
"2342","ribose 1,5-bisphosphate phosphokinase activity"
"2343","ribose phosphate diphosphokinase activity"
"2344","ribose phosphate diphosphokinase complex"
"2345","ribosomal-protein-alanine N-acetyltransferase activity"
"2346","ribosomal large subunit assembly"
"2347","ribosomal large subunit binding"
"2348","ribosomal S6-glutamic acid ligase activity"
"2349","ribosomal small subunit assembly"
"2350","ribosomal small subunit biogenesis"
"2351","ribosome"
"2352","ribosome assembly"
"2353","ribosome binding"
"2354","ribosome biogenesis"
"2355","ribosome disassembly"
"2356","ribosylnicotinamide kinase activity"
"2357","ribosylpyrimidine nucleosidase activity"
"2358","ribulokinase activity"
"2359","ribulose-phosphate 3-epimerase activity"
"2360","RNA-dependent ATPase activity"
"2361","RNA-directed DNA polymerase activity"
"2362","RNA-DNA hybrid ribonuclease activity"
"2363","RNA (guanine-N7)-methylation"
"2364","RNA binding"
"2365","RNA catabolic process"
"2366","RNA ligase activity"
"2367","RNA metabolic process"
"2368","RNA methylation"
"2369","RNA methyltransferase activity"
"2370","RNA modification"
"2371","RNA polymerase binding"
"2372","RNA polymerase core enzyme binding"
"2373","RNA processing"
"2374","RNA repair"
"2375","RNA secondary structure unwinding"
"2376","RNA strand-exchange activity"
"2377","RNA strand annealing activity"
"2378","rolling circle DNA replication"
"2379","rRNA (adenine-C2-)-methyltransferase activity"
"2380","rRNA (adenine-N6-)-methyltransferase activity"
"2381","rRNA (adenine-N6,N6-)-dimethyltransferase activity"
"2382","rRNA (cytosine-2'-O-)-methyltransferase activity"
"2383","rRNA (cytosine-C5-)-methyltransferase activity"
"2384","rRNA (cytosine-N4-)-methyltransferase activity"
"2385","rRNA (cytosine) methyltransferase activity"
"2386","rRNA (guanine-N2-)-methyltransferase activity"
"2387","rRNA (guanine-N7-)-methyltransferase activity"
"2388","rRNA (guanosine-2'-O-)-methyltransferase activity"
"2389","rRNA (pseudouridine-N3-)-methyltransferase activity"
"2390","rRNA (uridine-2'-O-)-methyltransferase activity"
"2391","rRNA (uridine-C5-)-methyltransferase activity"
"2392","rRNA 5'-end processing"
"2393","rRNA base methylation"
"2394","rRNA binding"
"2395","rRNA catabolic process"
"2396","rRNA methylation"
"2397","rRNA methyltransferase activity"
"2398","rRNA processing"
"2399","rRNA pseudouridine synthesis"
"2400","rubredoxin-NAD+ reductase activity"
"2401","S-(hydroxymethyl)glutathione dehydrogenase activity"
"2402","S-adenosyl-L-methionine binding"
"2403","S-adenosylmethionine-dependent methyltransferase activity"
"2404","S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity"
"2405","S-adenosylmethionine biosynthetic process"
"2406","S-carboxymethylcysteine synthase activity"
"2407","S-formylglutathione hydrolase activity"
"2408","S-malonyltransferase activity"
"2409","S-methyl-5-thioribose-1-phosphate isomerase activity"
"2410","sarcosine oxidase activity"
"2411","scopolin beta-glucosidase activity"
"2412","secondary active sulfate transmembrane transporter activity"
"2413","sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity"
"2414","selenide, water dikinase activity"
"2415","selenium binding"
"2416","selenium compound metabolic process"
"2417","selenocysteine biosynthetic process"
"2418","selenocysteine incorporation"
"2419","selenocysteine lyase activity"
"2420","selenocysteinyl-tRNA(Sec) biosynthetic process"
"2421","sequence-specific DNA binding"
"2422","Ser(Gly)-tRNA(Ala) hydrolase activity"
"2423","serine-tRNA ligase activity"
"2424","serine-type carboxypeptidase activity"
"2425","serine-type D-Ala-D-Ala carboxypeptidase activity"
"2426","serine-type endopeptidase activity"
"2427","serine-type endopeptidase inhibitor activity"
"2428","serine-type exopeptidase activity"
"2429","serine-type peptidase activity"
"2430","serine 3-dehydrogenase activity"
"2431","serine O-acetyltransferase activity"
"2432","seryl-tRNA aminoacylation"
"2433","shikimate 3-dehydrogenase (NADP+) activity"
"2434","shikimate kinase activity"
"2435","shikimate metabolic process"
"2436","sialic acid:proton symporter activity"
"2437","siderophore biosynthetic process"
"2438","siderophore transmembrane transporter activity"
"2439","siderophore transport"
"2440","siderophore uptake transmembrane transporter activity"
"2441","sigma factor activity"
"2442","sigma factor antagonist activity"
"2443","signal complex assembly"
"2444","signal peptide processing"
"2445","signal recognition particle"
"2446","signal recognition particle binding"
"2447","signal sequence binding"
"2448","signal transduction"
"2449","signal transduction by protein phosphorylation"
"2450","signaling receptor activity"
"2451","single-species biofilm formation"
"2452","single-stranded DNA-dependent ATP-dependent DNA helicase activity"
"2453","single-stranded DNA-dependent ATP-dependent DNA helicase complex"
"2454","single-stranded DNA-dependent ATPase activity"
"2455","single-stranded DNA 5'-3' exodeoxyribonuclease activity"
"2456","single-stranded DNA binding"
"2457","single-stranded DNA endodeoxyribonuclease activity"
"2458","single-stranded RNA binding"
"2459","siroheme biosynthetic process"
"2460","sirohydrochlorin ferrochelatase activity"
"2461","sister chromatid cohesion"
"2462","site-specific DNA-methyltransferase (adenine-specific) activity"
"2463","slime layer polysaccharide biosynthetic process"
"2464","small protein activating enzyme activity"
"2465","small ribosomal subunit"
"2466","small ribosomal subunit rRNA binding"
"2467","sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity"
"2468","sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity"
"2469","sodium-dependent phosphate transmembrane transporter activity"
"2470","sodium ion binding"
"2471","sodium ion export from cell"
"2472","sodium ion import across plasma membrane"
"2473","sodium ion transmembrane transporter activity"
"2474","sodium ion transport"
"2475","sodium:proton antiporter activity"
"2476","solute:proton antiporter activity"
"2477","solute:proton symporter activity"
"2478","sorbitol-6-phosphate 2-dehydrogenase activity"
"2479","sorbitol catabolic process"
"2480","SOS response"
"2481","spermidine-importing ATPase activity"
"2482","spermidine binding"
"2483","spermidine biosynthetic process"
"2484","spermidine metabolic process"
"2485","spermidine synthase activity"
"2486","spermidine transmembrane transport"
"2487","spermidine transport"
"2488","spliceosomal complex"
"2489","SRP-dependent cotranslational protein targeting to membrane"
"2490","SRP-dependent cotranslational protein targeting to membrane, translocation"
"2491","starch alpha-glucosidase activity"
"2492","starch synthase activity"
"2493","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"2494","structural constituent of ribosome"
"2495","structural molecule activity"
"2496","substrate-specific channel activity"
"2497","succinate-CoA ligase (ADP-forming) activity"
"2498","succinate-semialdehyde dehydrogenase (NAD+) activity"
"2499","succinate-semialdehyde dehydrogenase [NAD(P)+] activity"
"2500","succinate dehydrogenase (ubiquinone) activity"
"2501","succinate dehydrogenase activity"
"2502","succinate dehydrogenase complex"
"2503","succinate metabolic process"
"2504","succinyl-CoA metabolic process"
"2505","succinyl-diaminopimelate desuccinylase activity"
"2506","succinyldiaminopimelate transaminase activity"
"2507","succinylglutamate-semialdehyde dehydrogenase activity"
"2508","succinylglutamate desuccinylase activity"
"2509","succinylornithine transaminase activity"
"2510","sucrose alpha-glucosidase activity"
"2511","sugar-phosphatase activity"
"2512","sugar:proton symporter activity"
"2513","sulfate adenylyltransferase (ATP) activity"
"2514","sulfate assimilation"
"2515","sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"
"2516","sulfate binding"
"2517","sulfate reduction"
"2518","sulfate transmembrane-transporting ATPase activity"
"2519","sulfate transmembrane transporter activity"
"2520","sulfate transport"
"2521","sulfite reductase (NADPH) activity"
"2522","sulfite reductase complex (NADPH)"
"2523","sulfonate dioxygenase activity"
"2524","sulfoquinovose isomerase activity"
"2525","sulfur amino acid transmembrane transporter activity"
"2526","sulfur amino acid transport"
"2527","sulfur carrier activity"
"2528","sulfur compound binding"
"2529","sulfur compound catabolic process"
"2530","sulfur compound metabolic process"
"2531","sulfur utilization"
"2532","sulfuric ester hydrolase activity"
"2533","sulfurtransferase activity"
"2534","superoxide dismutase activity"
"2535","symbiosis, encompassing mutualism through parasitism"
"2536","symporter activity"
"2537","synthase activity"
"2538","tagatose-6-phosphate kinase activity"
"2539","tagatose-bisphosphate aldolase activity"
"2540","tagaturonate reductase activity"
"2541","TAM protein secretion complex"
"2542","TAT protein transport complex"
"2543","taurine-transporting ATPase activity"
"2544","taurine dioxygenase activity"
"2545","taurine transport"
"2546","teichoic-acid-transporting ATPase activity"
"2547","terpene catabolic process"
"2548","terpenoid biosynthetic process"
"2549","testosterone dehydrogenase [NAD(P)] activity"
"2550","tetraacyldisaccharide 4'-kinase activity"
"2551","tetrahydrofolate biosynthetic process"
"2552","tetrahydrofolate interconversion"
"2553","tetrahydrofolylpolyglutamate synthase activity"
"2554","tetrapyrrole biosynthetic process"
"2555","thiamine-phosphate diphosphorylase activity"
"2556","thiamine-phosphate kinase activity"
"2557","thiamine-transporting ATPase activity"
"2558","thiamine binding"
"2559","thiamine biosynthetic process"
"2560","thiamine diphosphate biosynthetic process"
"2561","thiamine kinase activity"
"2562","thiamine metabolic process"
"2563","thiamine pyrophosphate binding"
"2564","thiamine transmembrane transport"
"2565","thiamine transport"
"2566","thiazole biosynthetic process"
"2567","thiolester hydrolase activity"
"2568","thioredoxin-disulfide reductase activity"
"2569","thioredoxin peroxidase activity"
"2570","thiosulfate dehydrogenase (quinone) activity"
"2571","thiosulfate sulfurtransferase activity"
"2572","threonine-phosphate decarboxylase activity"
"2573","threonine-tRNA ligase activity"
"2574","threonine-type endopeptidase activity"
"2575","threonine aldolase activity"
"2576","threonine biosynthetic process"
"2577","threonine catabolic process"
"2578","threonine metabolic process"
"2579","threonine synthase activity"
"2580","threonyl-tRNA aminoacylation"
"2581","thymidine kinase activity"
"2582","thymidine metabolic process"
"2583","thymidine phosphorylase activity"
"2584","thymidylate kinase activity"
"2585","thymidylate synthase activity"
"2586","toxic substance binding"
"2587","toxin biosynthetic process"
"2588","trans-2-decenoyl-acyl-carrier-protein isomerase activity"
"2589","trans-2-enoyl-CoA reductase (NAD+) activity"
"2590","trans-translation"
"2591","transaminase activity"
"2592","transcription-coupled nucleotide-excision repair"
"2593","transcription-coupled nucleotide-excision repair, DNA damage recognition"
"2594","transcription antitermination"
"2595","transcription antitermination factor activity, DNA binding"
"2596","transcription factor activity, bacterial-type RNA polymerase transcription enhancer sequence-specific binding"
"2597","transcription factor activity, sequence-specific DNA binding"
"2598","transcription factor binding"
"2599","transcription initiation from bacterial-type RNA polymerase promoter"
"2600","transcription regulatory region DNA binding"
"2601","transcription regulatory region sequence-specific DNA binding"
"2602","transcription, DNA-templated"
"2603","transcriptional activator activity, bacterial-type RNA polymerase core promoter proximal region sequence-specific binding"
"2604","transcriptional repressor activity, bacterial-type RNA polymerase core promoter proximal region sequence-specific binding"
"2605","transferase activity"
"2606","transferase activity, transferring acyl groups"
"2607","transferase activity, transferring acyl groups other than amino-acyl groups"
"2608","transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"
"2609","transferase activity, transferring alkyl or aryl (other than methyl) groups"
"2610","transferase activity, transferring amino-acyl groups"
"2611","transferase activity, transferring glycosyl groups"
"2612","transferase activity, transferring hexosyl groups"
"2613","transferase activity, transferring one-carbon groups"
"2614","transferase activity, transferring pentosyl groups"
"2615","transferase activity, transferring phosphorus-containing groups"
"2616","transition metal ion binding"
"2617","transketolase activity"
"2618","translation"
"2619","translation elongation factor activity"
"2620","translation initiation factor activity"
"2621","translation regulator activity"
"2622","translation release factor activity"
"2623","translation release factor activity, codon nonspecific"
"2624","translation release factor activity, codon specific"
"2625","translational termination"
"2626","transmembrane signaling receptor activity"
"2627","transmembrane transport"
"2628","transmembrane transporter activity"
"2629","transmembrane transporter complex"
"2630","transporter activity"
"2631","transposase activity"
"2632","transposition"
"2633","transposition, DNA-mediated"
"2634","transsulfuration"
"2635","traversing start control point of mitotic cell cycle"
"2636","trehalase activity"
"2637","trehalose 6-phosphate phosphorylase activity"
"2638","trehalose biosynthetic process"
"2639","trehalose catabolic process"
"2640","trehalose metabolic process"
"2641","trehalose transmembrane transporter activity"
"2642","trehalose transport"
"2643","tricarboxylic acid cycle"
"2644","tricarboxylic acid cycle enzyme complex"
"2645","trichloro-p-hydroquinone reductive dehalogenase activity"
"2646","triglyceride lipase activity"
"2647","trimethylamine-N-oxide reductase (cytochrome c) activity"
"2648","triose-phosphate isomerase activity"
"2649","tripeptide transporter activity"
"2650","triphosphatase activity"
"2651","triphosphoribosyl-dephospho-CoA synthase activity"
"2652","tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity"
"2653","tRNA-specific adenosine-34 deaminase activity"
"2654","tRNA-specific adenosine deaminase activity"
"2655","tRNA-specific ribonuclease activity"
"2656","tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity"
"2657","tRNA (adenine-C2-)-methyltransferase activity"
"2658","tRNA (adenine-N6-)-methyltransferase activity"
"2659","tRNA (guanine-N7-)-methyltransferase activity"
"2660","tRNA (guanine(37)-N(1))-methyltransferase activity"
"2661","tRNA (guanosine-2'-O-)-methyltransferase activity"
"2662","tRNA 2-selenouridine synthase activity"
"2663","tRNA 3'-end processing"
"2664","tRNA 3'-terminal CCA addition"
"2665","tRNA 4-thiouridine biosynthesis"
"2666","tRNA 5'-leader removal"
"2667","tRNA 5-carboxymethoxyuridine methyltransferase activity"
"2668","tRNA acetylation"
"2669","tRNA adenylyltransferase activity"
"2670","tRNA aminoacylation"
"2671","tRNA aminoacylation for protein translation"
"2672","tRNA binding"
"2673","tRNA cytidylyltransferase activity"
"2674","tRNA dihydrouridine synthase activity"
"2675","tRNA dihydrouridine synthesis"
"2676","tRNA dimethylallyltransferase activity"
"2677","tRNA guanine ribose methylation"
"2678","tRNA m6t6A37 methyltransferase activity"
"2679","tRNA methylation"
"2680","tRNA modification"
"2681","tRNA N-acetyltransferase activity"
"2682","tRNA nucleotidyltransferase activity"
"2683","tRNA processing"
"2684","tRNA pseudouridine synthesis"
"2685","tRNA seleno-modification"
"2686","tRNA thio-modification"
"2687","tRNA threonylcarbamoyladenosine dehydratase"
"2688","tRNA threonylcarbamoyladenosine modification"
"2689","tRNA wobble adenosine to inosine editing"
"2690","tRNA wobble base modification"
"2691","tRNA wobble cytosine modification"
"2692","tRNA wobble position uridine thiolation"
"2693","tRNA wobble uridine modification"
"2694","trypanothione synthase activity"
"2695","tryptophan-tRNA ligase activity"
"2696","tryptophan biosynthetic process"
"2697","tryptophan metabolic process"
"2698","tryptophan synthase activity"
"2699","tryptophan transport"
"2700","tryptophanase activity"
"2701","tryptophanyl-tRNA aminoacylation"
"2702","type I protein secretion system complex"
"2703","Type I site-specific deoxyribonuclease activity"
"2704","type II protein secretion system complex"
"2705","type III protein secretion system complex"
"2706","tyrosine-based site-specific recombinase activity"
"2707","tyrosine-tRNA ligase activity"
"2708","tyrosine biosynthetic process"
"2709","tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate"
"2710","tyrosine transport"
"2711","tyrosyl-tRNA aminoacylation"
"2712","ubiquinone binding"
"2713","ubiquinone biosynthetic process"
"2714","ubiquinone biosynthetic process from chorismate"
"2715","ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate"
"2716","ubiquitin-protein transferase activity"
"2717","UDP-2,3-diacylglucosamine hydrolase activity"
"2718","UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase activity"
"2719","UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity"
"2720","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity"
"2721","UDP-3-O-acyl-N-acetylglucosamine deacetylase activity"
"2722","UDP-4-amino-4-deoxy-L-arabinose aminotransferase"
"2723","UDP-4-amino-4-deoxy-L-arabinose formyltransferase activity"
"2724","UDP-galactopyranose mutase activity"
"2725","UDP-glucose 4-epimerase activity"
"2726","UDP-glucose 6-dehydrogenase activity"
"2727","UDP-glucose metabolic process"
"2728","UDP-glucose:hexose-1-phosphate uridylyltransferase activity"
"2729","UDP-glucuronate 5'-epimerase activity"
"2730","UDP-glucuronic acid dehydrogenase activity"
"2731","UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity"
"2732","UDP-N-acetyl-D-mannosamine dehydrogenase activity"
"2733","UDP-N-acetylgalactosamine biosynthetic process"
"2734","UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity"
"2735","UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity"
"2736","UDP-N-acetylglucosamine 2-epimerase activity"
"2737","UDP-N-acetylglucosamine 4-epimerase activity"
"2738","UDP-N-acetylglucosamine biosynthetic process"
"2739","UDP-N-acetylglucosamine diphosphorylase activity"
"2740","UDP-N-acetylglucosamine metabolic process"
"2741","UDP-N-acetylmuramate-L-alanine ligase activity"
"2742","UDP-N-acetylmuramate dehydrogenase activity"
"2743","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity"
"2744","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity"
"2745","UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity"
"2746","UDP-N-acetylmuramoylalanine-D-glutamate ligase activity"
"2747","UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity"
"2748","UMP biosynthetic process"
